timestamp_local,elapsed_seconds,hr_bpm
2026-07-13 21:45:17.753,0.363947,83
2026-07-13 21:45:19.736,2.347275,83
2026-07-13 21:45:19.738,2.349311,84
2026-07-13 21:45:21.716,4.326663,84
2026-07-13 21:45:21.717,4.328338,85
2026-07-13 21:45:22.707,5.317532,86
2026-07-13 21:45:23.696,6.307207,87
2026-07-13 21:45:24.687,7.297712,89
2026-07-13 21:45:25.677,8.287688,91
2026-07-13 21:45:26.667,9.277748,92
2026-07-13 21:45:27.652,10.262799,92
2026-07-13 21:45:28.646,11.256998,92
2026-07-13 21:45:29.633,12.244359,91
2026-07-13 21:45:30.627,13.238065,90
2026-07-13 21:45:31.617,14.227913,89
2026-07-13 21:45:32.602,15.213150,88
2026-07-13 21:45:33.596,16.207161,88
2026-07-13 21:45:34.586,17.197134,88
2026-07-13 21:45:35.576,18.187140,88
2026-07-13 21:45:36.566,19.176713,88
2026-07-13 21:45:37.556,20.166651,88
2026-07-13 21:45:39.041,21.651682,88
2026-07-13 21:45:40.526,23.136516,88
2026-07-13 21:45:41.021,23.631970,88
2026-07-13 21:45:42.012,24.622467,87
2026-07-13 21:45:43.001,25.612223,87
2026-07-13 21:45:43.992,26.603030,86
2026-07-13 21:45:44.982,27.593094,85
2026-07-13 21:45:45.971,28.581910,85
2026-07-13 21:45:46.962,29.572414,85
2026-07-13 21:45:47.952,30.562736,84
2026-07-13 21:45:48.941,31.551946,84
2026-07-13 21:45:49.931,32.542369,84
2026-07-13 21:45:50.922,33.532784,83
2026-07-13 21:45:51.912,34.523408,82
2026-07-13 21:45:52.901,35.512374,82
2026-07-13 21:45:53.891,36.502245,82
2026-07-13 21:45:54.881,37.492096,82
2026-07-13 21:45:55.868,38.479160,82
2026-07-13 21:45:56.861,39.472178,82
2026-07-13 21:45:57.852,40.462779,83
2026-07-13 21:45:58.842,41.452418,83
2026-07-13 21:45:59.832,42.442545,83
2026-07-13 21:46:00.821,43.432289,83
2026-07-13 21:46:01.812,44.422867,83
2026-07-13 21:46:02.798,45.409219,83
2026-07-13 21:46:03.792,46.402998,83
2026-07-13 21:46:04.781,47.392103,83
2026-07-13 21:46:05.772,48.383359,84
2026-07-13 21:46:06.762,49.372427,84
2026-07-13 21:46:07.751,50.362224,84
2026-07-13 21:46:09.733,52.343523,85
2026-07-13 21:46:09.734,52.344535,85
2026-07-13 21:46:10.718,53.329033,85
2026-07-13 21:46:11.711,54.322196,85
2026-07-13 21:46:12.703,55.313581,86
2026-07-13 21:46:13.692,56.302439,86
2026-07-13 21:46:14.679,57.290315,87
2026-07-13 21:46:15.672,58.282948,87
2026-07-13 21:46:16.662,59.273039,88
2026-07-13 21:46:17.651,60.262318,88
2026-07-13 21:46:18.638,61.249299,88
2026-07-13 21:46:19.632,62.242798,88
2026-07-13 21:46:20.621,63.232137,88
2026-07-13 21:46:21.613,64.223804,89
2026-07-13 21:46:22.602,65.212815,89
2026-07-13 21:46:23.592,66.203074,88
2026-07-13 21:46:24.583,67.193483,87
2026-07-13 21:46:25.573,68.183636,85
2026-07-13 21:46:26.562,69.173023,83
2026-07-13 21:46:28.047,70.657623,83
2026-07-13 21:46:29.037,71.648337,83
2026-07-13 21:46:30.027,72.638138,83
2026-07-13 21:46:31.018,73.628806,85
2026-07-13 21:46:32.007,74.618229,85
2026-07-13 21:46:32.998,75.608921,87
2026-07-13 21:46:33.988,76.598993,88
2026-07-13 21:46:34.978,77.589005,89
2026-07-13 21:46:35.968,78.579170,92
2026-07-13 21:46:36.954,79.564807,93
2026-07-13 21:46:37.948,80.558584,96
2026-07-13 21:46:38.938,81.548719,98
2026-07-13 21:46:39.927,82.538355,98
2026-07-13 21:46:40.918,83.528570,98
2026-07-13 21:46:41.905,84.515889,97
2026-07-13 21:46:42.895,85.505838,96
2026-07-13 21:46:43.888,86.499280,95
2026-07-13 21:46:44.878,87.489310,94
2026-07-13 21:46:45.869,88.479424,93
2026-07-13 21:46:46.858,89.468535,93
2026-07-13 21:46:47.848,90.458476,93
2026-07-13 21:46:48.838,91.448577,93
2026-07-13 21:46:49.828,92.439362,94
2026-07-13 21:46:50.817,93.428160,94
2026-07-13 21:46:51.808,94.418694,95
2026-07-13 21:46:52.795,95.405583,98
2026-07-13 21:46:53.788,96.398918,101
2026-07-13 21:46:54.779,97.389442,103
2026-07-13 21:46:55.768,98.379075,105
2026-07-13 21:46:56.758,99.369324,107
2026-07-13 21:46:57.749,100.359478,108
2026-07-13 21:46:59.728,102.339320,109
2026-07-13 21:46:59.730,102.340698,110
2026-07-13 21:47:00.719,103.329527,111
2026-07-13 21:47:01.708,104.319229,112
2026-07-13 21:47:02.699,105.309535,114
2026-07-13 21:47:03.688,106.299144,115
2026-07-13 21:47:04.679,107.289601,116
2026-07-13 21:47:05.669,108.279731,117
2026-07-13 21:47:06.658,109.269172,118
2026-07-13 21:47:07.649,110.259634,119
2026-07-13 21:47:08.638,111.248488,119
2026-07-13 21:47:09.625,112.236313,120
2026-07-13 21:47:10.618,113.229081,120
2026-07-13 21:47:11.608,114.219323,121
2026-07-13 21:47:12.594,115.205071,121
2026-07-13 21:47:13.588,116.198511,121
2026-07-13 21:47:14.579,117.189513,122
2026-07-13 21:47:15.568,118.179021,122
2026-07-13 21:47:16.557,119.168196,122
2026-07-13 21:47:18.043,120.653702,122
2026-07-13 21:47:19.033,121.644197,122
2026-07-13 21:47:20.022,122.632514,123
2026-07-13 21:47:21.013,123.623879,123
2026-07-13 21:47:22.004,124.614911,124
2026-07-13 21:47:22.990,125.600410,124
2026-07-13 21:47:23.984,126.594436,125
2026-07-13 21:47:24.974,127.585019,126
2026-07-13 21:47:25.961,128.571732,127
2026-07-13 21:47:26.954,129.564633,128
2026-07-13 21:47:27.943,130.553598,128
2026-07-13 21:47:28.930,131.540894,128
2026-07-13 21:47:29.923,132.533876,128
