timestamp_local,elapsed_seconds,hr_bpm
2026-07-15 17:42:04.792,0.919563,78
2026-07-15 17:42:05.783,1.909625,77
2026-07-15 17:42:06.768,2.895325,77
2026-07-15 17:42:07.763,3.889743,76
2026-07-15 17:42:08.752,4.878713,76
2026-07-15 17:42:09.743,5.870143,77
2026-07-15 17:42:10.732,6.858832,77
2026-07-15 17:42:11.721,7.848581,77
2026-07-15 17:42:12.712,8.839317,77
2026-07-15 17:42:13.703,9.829991,76
2026-07-15 17:42:14.691,10.817661,76
2026-07-15 17:42:16.673,12.800051,75
2026-07-15 17:42:16.674,12.801539,74
2026-07-15 17:42:18.652,14.779422,73
2026-07-15 17:42:18.654,14.780785,71
2026-07-15 17:42:20.134,16.260744,71
2026-07-15 17:42:21.127,17.254551,71
2026-07-15 17:42:22.117,18.243811,71
2026-07-15 17:42:23.107,19.233824,71
2026-07-15 17:42:24.096,20.223439,72
2026-07-15 17:42:25.087,21.214204,72
2026-07-15 17:42:26.077,22.204231,72
2026-07-15 17:42:27.067,23.194510,72
2026-07-15 17:42:28.058,24.184770,71
2026-07-15 17:42:29.048,25.175024,70
2026-07-15 17:42:30.034,26.160649,70
2026-07-15 17:42:31.028,27.155219,69
2026-07-15 17:42:32.015,28.142024,68
2026-07-15 17:42:33.004,29.130862,68
2026-07-15 17:42:33.997,30.124187,68
2026-07-15 17:42:34.987,31.114543,68
2026-07-15 17:42:35.977,32.104314,68
2026-07-15 17:42:36.968,33.094881,69
2026-07-15 17:42:37.958,34.085320,70
2026-07-15 17:42:39.937,36.063666,70
2026-07-15 17:42:39.938,36.065278,70
2026-07-15 17:42:40.927,37.054332,70
2026-07-15 17:42:41.918,38.045448,71
2026-07-15 17:42:42.908,39.035572,70
2026-07-15 17:42:43.896,40.023396,70
2026-07-15 17:42:44.887,41.014308,70
2026-07-15 17:42:45.877,42.003996,70
2026-07-15 17:42:46.864,42.991334,70
2026-07-15 17:42:47.858,43.985366,71
2026-07-15 17:42:48.848,44.975403,70
2026-07-15 17:42:49.837,45.964206,70
2026-07-15 17:42:51.323,47.449930,71
2026-07-15 17:42:51.818,47.944699,71
2026-07-15 17:42:52.807,48.934282,71
2026-07-15 17:42:53.797,49.924371,71
2026-07-15 17:42:54.787,50.914230,71
2026-07-15 17:42:55.777,51.904235,71
2026-07-15 17:42:56.767,52.894301,71
2026-07-15 17:42:57.754,53.881374,71
2026-07-15 17:42:58.748,54.875189,71
2026-07-15 17:43:00.233,56.360088,71
2026-07-15 17:43:00.724,56.851187,71
2026-07-15 17:43:01.718,57.844896,71
2026-07-15 17:43:03.203,59.329607,71
2026-07-15 17:43:03.698,59.824736,71
2026-07-15 17:43:04.689,60.815648,70
2026-07-15 17:43:06.668,62.794742,70
2026-07-15 17:43:06.669,62.796448,69
2026-07-15 17:43:07.658,63.784993,69
2026-07-15 17:43:08.648,64.775136,69
2026-07-15 17:43:10.133,66.260245,68
2026-07-15 17:43:11.120,67.246995,68
2026-07-15 17:43:12.114,68.240844,67
2026-07-15 17:43:13.103,69.229972,67
2026-07-15 17:43:14.090,70.217576,67
2026-07-15 17:43:15.084,71.210795,66
2026-07-15 17:43:16.073,72.200099,66
2026-07-15 17:43:17.061,73.188189,66
2026-07-15 17:43:18.548,74.674648,66
2026-07-15 17:43:19.043,75.170199,66
2026-07-15 17:43:20.032,76.158623,66
2026-07-15 17:43:21.518,77.644618,66
2026-07-15 17:43:22.013,78.139714,66
2026-07-15 17:43:23.001,79.127834,66
2026-07-15 17:43:23.993,80.120112,66
2026-07-15 17:43:24.983,81.110003,66
2026-07-15 17:43:25.974,82.101219,68
2026-07-15 17:43:26.964,83.090952,69
2026-07-15 17:43:27.953,84.080506,70
2026-07-15 17:43:28.943,85.069700,70
2026-07-15 17:43:29.934,86.060904,71
2026-07-15 17:43:30.919,87.046128,71
2026-07-15 17:43:31.913,88.039800,71
2026-07-15 17:43:32.900,89.026629,71
2026-07-15 17:43:33.890,90.017151,72
2026-07-15 17:43:34.881,91.007617,73
2026-07-15 17:43:36.368,92.495186,73
2026-07-15 17:43:36.860,92.986961,73
2026-07-15 17:43:37.853,93.980313,73
2026-07-15 17:43:38.843,94.970068,73
2026-07-15 17:43:39.833,95.959707,73
2026-07-15 17:43:41.318,97.444963,73
2026-07-15 17:43:41.813,97.940050,73
2026-07-15 17:43:42.803,98.929960,73
2026-07-15 17:43:43.793,99.920366,73
2026-07-15 17:43:44.783,100.909880,73
2026-07-15 17:43:45.773,101.899864,73
2026-07-15 17:43:46.763,102.890200,73
2026-07-15 17:43:47.754,103.881237,74
2026-07-15 17:43:48.743,104.869939,74
