motion_type,sample,status,reason,split,result_csv,report_json
tiaosheng,"tiaosheng3,tiaosheng2,tiaosheng1",ok,,D:\python_notebook_base\outputs\motion_only-motion_recovery-motion_post10__ACC3-HF2-CF2-HF2_CF2-CF2_HF2-ACC3_HF2-HF2_ACC3__lms-volterra-rff_lms__accuracy__split__run01\motion_types\tiaosheng\split_files.csv,D:\python_notebook_base\outputs\motion_only-motion_recovery-motion_post10__ACC3-HF2-CF2-HF2_CF2-CF2_HF2-ACC3_HF2-HF2_ACC3__lms-volterra-rff_lms__accuracy__split__run01\motion_types\tiaosheng\mode_summary_aae.csv,D:\python_notebook_base\outputs\motion_only-motion_recovery-motion_post10__ACC3-HF2-CF2-HF2_CF2-CF2_HF2-ACC3_HF2-HF2_ACC3__lms-volterra-rff_lms__accuracy__split__run01\motion_types\tiaosheng\best_params_all.json
