timestamp_local,elapsed_seconds,hr_bpm
2026-07-15 22:10:19.245,0.514990,78
2026-07-15 22:10:20.243,1.512531,79
2026-07-15 22:10:21.245,2.514986,79
2026-07-15 22:10:22.245,3.515222,79
2026-07-15 22:10:23.245,4.515177,79
2026-07-15 22:10:24.246,5.515661,78
2026-07-15 22:10:25.245,6.514549,78
2026-07-15 22:10:26.245,7.515010,78
2026-07-15 22:10:27.246,8.515632,79
2026-07-15 22:10:28.245,9.514602,79
2026-07-15 22:10:29.245,10.515232,80
2026-07-15 22:10:30.245,11.515104,80
2026-07-15 22:10:31.245,12.515216,81
2026-07-15 22:10:32.242,13.511771,81
2026-07-15 22:10:33.242,14.512108,81
2026-07-15 22:10:34.245,15.514665,81
2026-07-15 22:10:35.246,16.515737,82
2026-07-15 22:10:36.245,17.514825,82
2026-07-15 22:10:37.245,18.515316,83
2026-07-15 22:10:38.245,19.514604,83
2026-07-15 22:10:39.246,20.515495,83
2026-07-15 22:10:40.245,21.514662,83
2026-07-15 22:10:41.246,22.515769,82
2026-07-15 22:10:42.245,23.514919,82
2026-07-15 22:10:43.244,24.513361,82
2026-07-15 22:10:44.246,25.515834,83
2026-07-15 22:10:45.245,26.514926,83
2026-07-15 22:10:46.245,27.514991,85
2026-07-15 22:10:47.246,28.515868,86
2026-07-15 22:10:48.246,29.515621,87
2026-07-15 22:10:49.245,30.514748,87
2026-07-15 22:10:50.243,31.512578,87
2026-07-15 22:10:51.246,32.515669,86
2026-07-15 22:10:52.245,33.514902,86
2026-07-15 22:10:53.245,34.515208,86
2026-07-15 22:10:54.243,35.512994,85
2026-07-15 22:10:55.246,36.515858,84
2026-07-15 22:10:56.245,37.515270,84
2026-07-15 22:10:57.242,38.511984,83
2026-07-15 22:10:58.245,39.515300,83
2026-07-15 22:10:59.245,40.514829,83
2026-07-15 22:11:00.246,41.515519,83
2026-07-15 22:11:01.243,42.512732,82
2026-07-15 22:11:02.245,43.515211,82
2026-07-15 22:11:03.244,44.513866,81
2026-07-15 22:11:04.245,45.515142,81
2026-07-15 22:11:05.245,46.515094,81
2026-07-15 22:11:06.242,47.511616,81
2026-07-15 22:11:07.246,48.515575,81
2026-07-15 22:11:08.246,49.515981,82
2026-07-15 22:11:09.746,51.015527,82
2026-07-15 22:11:10.246,51.515482,82
2026-07-15 22:11:11.244,52.513815,82
2026-07-15 22:11:12.246,53.515798,81
2026-07-15 22:11:13.246,54.515563,81
2026-07-15 22:11:14.245,55.515256,81
2026-07-15 22:11:15.246,56.515692,81
2026-07-15 22:11:16.245,57.515146,81
2026-07-15 22:11:17.246,58.516314,82
2026-07-15 22:11:18.245,59.515183,82
2026-07-15 22:11:19.243,60.512495,82
2026-07-15 22:11:20.243,61.513021,81
2026-07-15 22:11:21.245,62.515297,81
2026-07-15 22:11:22.246,63.515923,80
2026-07-15 22:11:23.243,64.512522,80
2026-07-15 22:11:24.246,65.515929,79
2026-07-15 22:11:25.246,66.515658,79
2026-07-15 22:11:26.246,67.516150,80
2026-07-15 22:11:27.245,68.515190,80
2026-07-15 22:11:28.247,69.516414,81
