timestamp_local,elapsed_seconds,hr_bpm
2026-07-15 21:42:49.224,0.319344,81
2026-07-15 21:42:50.225,1.320226,80
2026-07-15 21:42:51.225,2.320424,79
2026-07-15 21:42:53.225,4.320144,78
2026-07-15 21:42:53.226,4.321279,77
2026-07-15 21:42:54.226,5.321381,76
2026-07-15 21:42:55.229,6.323649,75
2026-07-15 21:42:56.225,7.319739,75
2026-07-15 21:42:57.228,8.323416,75
2026-07-15 21:42:58.228,9.323255,75
2026-07-15 21:42:59.229,10.323452,75
2026-07-15 21:43:00.229,11.323906,76
2026-07-15 21:43:01.228,12.323393,76
2026-07-15 21:43:02.226,13.321155,76
2026-07-15 21:43:03.229,14.323819,75
2026-07-15 21:43:04.225,15.319737,75
2026-07-15 21:43:05.228,16.323238,75
2026-07-15 21:43:06.229,17.323567,75
2026-07-15 21:43:07.226,18.320837,75
2026-07-15 21:43:08.229,19.323534,75
2026-07-15 21:43:09.229,20.323649,75
2026-07-15 21:43:10.229,21.324246,76
2026-07-15 21:43:11.228,22.323387,76
2026-07-15 21:43:12.228,23.323118,76
2026-07-15 21:43:13.229,24.323544,76
2026-07-15 21:43:14.228,25.323286,76
2026-07-15 21:43:15.228,26.323201,76
2026-07-15 21:43:16.229,27.323647,76
2026-07-15 21:43:17.229,28.323659,76
2026-07-15 21:43:18.227,29.321950,76
2026-07-15 21:43:19.230,30.324472,77
2026-07-15 21:43:20.225,31.320189,77
2026-07-15 21:43:21.228,32.323297,77
2026-07-15 21:43:22.228,33.322853,78
2026-07-15 21:43:23.229,34.323754,78
2026-07-15 21:43:24.225,35.320274,78
2026-07-15 21:43:25.228,36.323272,78
2026-07-15 21:43:26.229,37.323912,78
2026-07-15 21:43:27.229,38.324008,78
2026-07-15 21:43:28.225,39.320376,78
2026-07-15 21:43:29.229,40.323951,78
2026-07-15 21:43:30.229,41.324201,78
2026-07-15 21:43:31.225,42.320350,78
2026-07-15 21:43:32.228,43.322456,79
2026-07-15 21:43:33.228,44.323348,79
2026-07-15 21:43:34.729,45.823432,79
2026-07-15 21:43:35.229,46.323648,79
2026-07-15 21:43:36.229,47.324206,80
2026-07-15 21:43:37.225,48.320402,80
2026-07-15 21:43:38.229,49.324170,81
2026-07-15 21:43:39.228,50.323273,81
2026-07-15 21:43:40.229,51.324003,81
2026-07-15 21:43:41.225,52.320178,81
2026-07-15 21:43:42.228,53.323238,81
2026-07-15 21:43:43.230,54.324715,80
2026-07-15 21:43:44.229,55.323638,80
2026-07-15 21:43:45.226,56.320481,80
2026-07-15 21:43:46.229,57.323781,80
2026-07-15 21:43:47.229,58.323591,80
2026-07-15 21:43:48.229,59.323434,80
2026-07-15 21:43:49.229,60.323903,80
2026-07-15 21:43:50.229,61.323655,80
2026-07-15 21:43:51.229,62.324154,81
2026-07-15 21:43:52.230,63.324729,82
2026-07-15 21:43:53.230,64.324759,84
2026-07-15 21:43:54.228,65.323359,84
2026-07-15 21:43:55.226,66.320927,85
2026-07-15 21:43:56.230,67.324704,84
2026-07-15 21:43:57.229,68.323568,84
2026-07-15 21:43:58.226,69.320489,84
2026-07-15 21:43:59.230,70.324783,83
2026-07-15 21:44:00.229,71.324114,83
2026-07-15 21:44:01.229,72.323740,83
2026-07-15 21:44:02.230,73.324494,82
2026-07-15 21:44:03.230,74.324884,81
2026-07-15 21:44:04.229,75.323758,81
2026-07-15 21:44:05.230,76.324550,80
2026-07-15 21:44:06.229,77.324390,79
2026-07-15 21:44:07.229,78.324146,79
2026-07-15 21:44:08.229,79.324312,79
2026-07-15 21:44:09.230,80.324821,80
2026-07-15 21:44:10.229,81.324143,80
2026-07-15 21:44:11.226,82.321163,80
2026-07-15 21:44:12.228,83.323192,80
2026-07-15 21:44:13.229,84.324126,80
2026-07-15 21:44:14.229,85.323653,80
2026-07-15 21:44:15.227,86.322258,80
2026-07-15 21:44:16.229,87.324140,80
2026-07-15 21:44:17.229,88.323742,80
2026-07-15 21:44:18.229,89.323729,80
2026-07-15 21:44:19.229,90.324247,80
2026-07-15 21:44:20.230,91.324445,80
2026-07-15 21:44:21.229,92.324188,80
2026-07-15 21:44:22.225,93.320212,80
2026-07-15 21:44:23.225,94.320405,80
2026-07-15 21:44:24.228,95.323222,80
2026-07-15 21:44:25.226,96.320669,80
2026-07-15 21:44:26.230,97.324481,80
2026-07-15 21:44:27.226,98.320826,80
2026-07-15 21:44:28.226,99.320991,80
2026-07-15 21:44:29.226,100.321188,80
2026-07-15 21:44:30.226,101.320980,80
2026-07-15 21:44:31.229,102.324050,80
2026-07-15 21:44:32.228,103.323333,80
2026-07-15 21:44:33.230,104.325084,79
2026-07-15 21:44:34.229,105.324053,79
2026-07-15 21:44:35.229,106.323845,79
2026-07-15 21:44:36.230,107.324466,79
2026-07-15 21:44:37.230,108.324556,80
2026-07-15 21:44:38.229,109.323856,80
2026-07-15 21:44:39.230,110.325200,79
2026-07-15 21:44:40.229,111.324191,79
