Time(s),Seq,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.0,9100,0,874.09973,964.20288,1693.26782,1863.47961,-0.06482,-0.05921,0.99722,-0.263,0.298,-0.263,5585,54398,78777
0.01,9101,0,874.09973,964.20288,1692.96265,1863.47961,-0.06433,-0.05908,0.99722,-0.298,0.245,-0.105,5584,54398,78776
0.02,9102,0,874.09973,964.20288,1693.19153,1863.55591,-0.0636,-0.05884,0.99722,-0.385,0.158,-0.088,5584,54398,78776
0.03,9103,0,874.09973,964.20288,1693.19153,1863.47961,-0.05982,-0.06189,0.99771,-0.7,0.14,0.0,5582,54398,78771
0.04,9104,0,874.09973,964.20288,1693.19153,1863.40332,-0.06055,-0.06067,0.9993,-0.63,0.21,-0.123,5582,54398,78771
0.05,9105,0,874.09973,964.12659,1693.11523,1863.47961,-0.05847,-0.0575,0.99966,-0.7,0.298,-0.088,5580,54395,78766
0.06,9106,0,874.09973,964.12659,1692.88635,1863.47961,-0.05835,-0.05799,0.99771,-0.735,0.28,0.035,5580,54395,78766
0.07,9107,0,874.09973,964.12659,1693.11523,1863.55591,-0.05725,-0.05872,0.99564,-0.508,0.245,0.228,5582,54394,78765
0.08,9108,0,874.09973,964.12659,1693.26782,1863.47961,-0.05811,-0.05921,0.99869,-0.753,0.21,0.14,5582,54394,78765
0.09,9109,0,874.09973,964.12659,1693.34412,1863.32703,-0.05872,-0.05799,0.99918,-0.595,0.263,0.508,5578,54396,78763
0.1,9110,0,874.17603,964.12659,1693.26782,1863.55591,-0.06189,-0.05676,0.99991,-0.718,0.263,0.473,5578,54396,78763
0.11,9111,0,874.17603,964.12659,1693.26782,1863.6322,-0.06006,-0.0586,0.99649,-0.84,0.193,0.508,5577,54397,78763
0.12,9112,0,874.17603,964.12659,1693.34412,1863.55591,-0.05908,-0.05921,0.99612,-0.945,0.105,0.368,5577,54397,78763
0.13,9113,0,874.17603,964.12659,1693.19153,1863.55591,-0.06311,-0.06006,0.99625,-1.208,0.455,0.578,5581,54400,78766
0.14,9114,0,874.17603,964.12659,1693.26782,1863.47961,-0.06446,-0.0625,0.99515,-1.47,0.525,0.595,5581,54400,78766
0.15,9115,0,874.17603,964.20288,1693.42041,1863.40332,-0.06543,-0.06421,0.99857,-1.523,0.403,0.473,5579,54399,78766
0.16,9116,0,874.17603,964.20288,1692.88635,1863.47961,-0.06433,-0.06507,0.99893,-1.173,0.35,0.49,5579,54399,78766
0.17,9117,0,874.17603,964.20288,1693.26782,1863.40332,-0.06458,-0.06409,0.99966,-0.945,0.35,0.438,5580,54398,78765
0.18,9118,0,874.17603,964.20288,1693.26782,1863.47961,-0.06287,-0.06336,0.99722,-0.613,0.14,0.455,5580,54398,78765
0.19,9119,0,874.17603,964.20288,1693.19153,1863.40332,-0.06336,-0.06262,0.99661,-0.49,0.175,0.42,5575,54397,78766
0.2,9120,0,874.17603,964.20288,1693.26782,1863.32703,-0.06104,-0.06238,0.99649,-0.63,0.193,0.508,5575,54397,78766
0.21,9121,0,874.17603,964.20288,1693.11523,1863.55591,-0.05994,-0.06372,0.99612,-0.98,0.298,0.403,5577,54398,78765
0.22,9122,0,874.17603,964.20288,1693.19153,1863.6322,-0.0636,-0.06665,0.99698,-1.103,0.385,0.35,5577,54398,78765
0.23,9123,0,874.17603,964.20288,1693.19153,1863.40332,-0.06494,-0.06726,0.99844,-1.12,0.28,0.158,5578,54399,78765
0.24,9124,0,874.17603,964.20288,1693.26782,1863.6322,-0.0614,-0.06421,0.99686,-0.455,0.193,-0.035,5578,54399,78765
0.25,9125,0,874.17603,964.20288,1693.26782,1863.55591,-0.06323,-0.06299,0.99783,-0.49,0.263,0.105,5582,54396,78765
0.26,9126,0,874.17603,964.20288,1692.88635,1863.6322,-0.06275,-0.06079,0.99551,-0.683,0.298,-0.07,5582,54396,78765
0.27,9127,0,874.17603,964.20288,1693.11523,1863.55591,-0.0636,-0.06116,0.99612,-0.665,0.21,-0.473,5578,54398,78766
0.28,9128,0,874.17603,964.20288,1693.11523,1864.77661,-0.06238,-0.06067,0.99637,-0.595,0.193,-0.385,5578,54398,78766
0.29,9129,0,874.17603,964.20288,1693.26782,1863.47961,-0.06043,-0.05896,0.99661,-1.418,0.49,-0.735,5582,54396,78768
0.3,9130,0,874.09973,964.20288,1693.34412,1863.55591,-0.06384,-0.06507,0.99783,-2.153,0.648,-1.015,5582,54396,78768
0.31,9131,0,874.09973,964.20288,1693.03894,1863.40332,-0.06726,-0.07349,0.99747,-2.503,0.578,-0.7,5579,54399,78767
0.32,9132,0,874.09973,964.20288,1693.19153,1863.6322,-0.06543,-0.07569,0.99844,-1.768,0.35,-0.56,5579,54399,78767
0.33,9133,0,874.09973,964.20288,1693.19153,1863.47961,-0.0614,-0.07141,0.99905,-0.648,0.175,-0.508,5579,54399,78772
0.34,9134,0,874.09973,964.20288,1693.11523,1863.47961,-0.05969,-0.05725,0.99771,0.193,0.245,-0.455,5579,54399,78772
0.35,9135,0,874.09973,964.20288,1693.11523,1863.6322,-0.06214,-0.05664,0.99869,-0.42,0.315,-0.788,5581,54400,78768
0.36,9136,0,874.09973,964.20288,1693.03894,1863.47961,-0.06226,-0.05933,0.99759,-0.735,0.28,-0.63,5581,54400,78768
0.37,9137,0,874.09973,964.20288,1693.11523,1863.25073,-0.0625,-0.06079,0.99637,-0.893,0.21,-0.683,5582,54397,78763
0.38,9138,0,874.09973,964.20288,1693.11523,1863.40332,-0.05982,-0.06104,0.99625,-0.805,0.298,-0.84,5582,54397,78763
0.39,9139,0,874.09973,964.20288,1693.26782,1863.47961,-0.06238,-0.06153,0.99673,-0.49,0.385,-0.665,5584,54398,78767
0.4,9140,0,874.17603,964.20288,1693.11523,1863.40332,-0.0636,-0.06055,0.99796,-0.525,0.42,-0.84,5584,54398,78767
0.41,9141,0,874.17603,964.20288,1693.19153,1863.25073,-0.0636,-0.05847,0.99661,-0.508,0.368,-0.77,5584,54398,78767
0.42,9142,0,874.17603,964.20288,1693.26782,1863.32703,-0.06018,-0.05847,0.99673,-0.595,0.263,-0.543,5584,54399,78769
0.43,9143,0,874.17603,964.20288,1693.26782,1863.55591,-0.05762,-0.05896,0.99637,-0.875,0.333,-0.578,5584,54399,78769
0.44,9144,0,874.17603,964.20288,1693.42041,1863.55591,-0.05603,-0.06055,0.99637,-1.12,0.385,-0.63,5583,54398,78768
0.45,9145,0,874.17603,964.27917,1693.573,1863.55591,-0.05884,-0.06287,0.99869,-1.243,0.473,-0.525,5585,54399,78769
