Time(s),Seq,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.0,10054,0,838.62305,961.30371,1623.07739,1855.85022,-0.04248,-0.03552,0.9993,-0.84,0.21,-0.245,6042,53872,79942
0.01,10055,0,838.62305,961.30371,1622.77222,1855.92651,-0.04224,-0.03467,1.00052,-0.945,0.158,-0.315,6042,53872,79942
0.02,10056,0,838.62305,961.30371,1622.77222,1855.92651,-0.04346,-0.03516,1.00064,-0.98,0.245,-0.298,6044,53871,79945
0.03,10057,0,838.62305,961.30371,1623.0011,1856.38428,-0.03919,-0.03613,0.9993,-0.928,0.298,-0.263,6044,53871,79945
0.04,10058,0,838.62305,961.30371,1622.77222,1856.0791,-0.04212,-0.03565,1.0004,-0.805,0.28,-0.193,6046,53873,79946
0.05,10059,0,838.62305,961.30371,1622.77222,1856.00281,-0.04187,-0.03638,1.00003,-0.665,0.263,-0.193,6046,53873,79946
0.06,10060,0,838.77563,961.30371,1623.07739,1855.85022,-0.04163,-0.03442,0.99954,-0.718,0.263,-0.018,6048,53874,79950
0.07,10061,0,838.77563,961.30371,1622.54333,1856.00281,-0.0426,-0.03626,0.99747,-0.805,0.263,-0.088,6048,53874,79950
0.08,10062,0,838.77563,961.30371,1622.69592,1856.00281,-0.04175,-0.03699,1.00003,-0.718,0.245,0.193,6048,53873,79952
0.09,10063,0,838.77563,961.30371,1622.9248,1855.92651,-0.04285,-0.03577,1.00027,-0.735,0.228,0.105,6048,53873,79952
0.1,10064,0,838.77563,961.30371,1622.77222,1855.62134,-0.0437,-0.03479,0.99771,-0.63,0.368,0.053,6049,53876,79954
0.11,10065,0,838.77563,960.99854,1622.77222,1855.69763,-0.04273,-0.03491,0.99796,-0.718,0.333,0.105,6049,53876,79954
0.12,10066,0,838.77563,960.99854,1622.61963,1855.92651,-0.04407,-0.0365,0.99905,-1.015,0.175,-0.035,6053,53877,79957
0.13,10067,0,838.77563,960.99854,1622.61963,1855.77393,-0.04212,-0.03858,0.99942,-0.998,0.123,0.123,6053,53877,79957
0.14,10068,0,838.77563,960.99854,1622.61963,1855.85022,-0.04187,-0.03906,0.99991,-1.068,0.193,0.175,6054,53876,79964
0.15,10069,0,838.77563,960.99854,1622.9248,1855.69763,-0.04199,-0.03882,0.99954,-0.963,0.228,0.123,6054,53876,79964
0.16,10070,0,838.69934,960.99854,1622.69592,1855.69763,-0.04163,-0.03967,0.99991,-0.91,0.28,0.14,6052,53878,79968
0.17,10071,0,838.69934,960.99854,1622.46704,1855.69763,-0.04102,-0.03894,1.00113,-0.753,0.193,0.0,6052,53878,79968
0.18,10072,0,838.69934,960.99854,1622.9248,1855.77393,-0.04016,-0.03894,1.00015,-0.63,0.158,0.123,6055,53880,79964
0.19,10073,0,838.69934,960.99854,1622.61963,1855.69763,-0.04395,-0.03906,0.99698,-0.21,0.333,-0.123,6055,53880,79964
0.2,10074,0,838.69934,960.99854,1622.69592,1855.69763,-0.04736,-0.03467,0.9982,-0.018,0.298,-0.105,6059,53880,79968
0.21,10075,0,838.69934,961.07483,1623.15369,1855.77393,-0.04505,-0.03381,0.99832,-0.035,0.07,-0.175,6059,53880,79968
0.22,10076,0,838.69934,961.07483,1622.61963,1855.54504,-0.04273,-0.03113,1.00015,-0.28,0.018,-0.14,6061,53880,79970
0.23,10077,0,838.69934,961.07483,1622.84851,1855.69763,-0.04236,-0.03308,0.99808,-0.84,0.123,0.14,6061,53880,79970
0.24,10078,0,838.69934,961.07483,1622.9248,1855.77393,-0.04016,-0.0376,0.99966,-1.453,0.053,0.158,6058,53879,79971
0.25,10079,0,838.69934,961.07483,1622.84851,1855.69763,-0.03833,-0.03797,0.99979,-1.383,0.088,0.0,6058,53879,79971
