Time(s),SampleIndex,Seq,ValidFlag,InterpFlag,GapLen,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
8.32,832,47020,1,0,0,0,840.5304,881.50024,1623.91663,1699.75281,-0.04151,-0.05396,0.99429,-2.03,0.7,-0.718,6602,72422,106778
8.33,833,47021,1,0,0,0,840.5304,881.50024,1623.45886,1699.75281,-0.04151,-0.05408,0.99637,-1.96,0.683,-0.84,6602,72422,106778
8.34,834,47022,1,0,0,0,840.5304,881.50024,1624.14551,1699.37134,-0.03858,-0.04798,0.99393,-1.89,0.56,-0.595,6603,72423,106784
8.35,835,47023,1,0,0,0,840.5304,881.50024,1623.84033,1699.52393,-0.03772,-0.04431,0.99637,-2.1,0.683,-0.49,6603,72423,106784
8.36,836,47024,1,0,0,0,840.5304,881.50024,1623.91663,1699.60022,-0.03479,-0.04199,0.9971,-2.608,0.718,-0.63,6604,72422,106787
8.37,837,47025,1,0,0,0,840.5304,881.42395,1624.52698,1699.67651,-0.0354,-0.04273,0.99918,-2.923,0.753,-0.683,6604,72422,106787
8.38,838,47026,1,0,0,0,840.5304,881.42395,1623.76404,1699.60022,-0.03504,-0.04651,1.00308,-2.993,0.805,-0.648,6607,72422,106794
8.39,839,47027,1,0,0,0,840.5304,881.42395,1623.91663,1699.37134,-0.0376,-0.04956,1.00198,-2.433,0.648,-0.21,6607,72422,106794
8.4,840,47028,1,0,0,0,840.5304,881.42395,1624.45068,1699.52393,-0.03674,-0.0492,0.99942,-2.31,0.648,-0.228,6609,72425,106791
8.41,841,47029,1,0,0,0,840.5304,881.42395,1623.91663,1699.52393,-0.03369,-0.05054,0.9971,-2.363,0.578,-0.245,6609,72425,106791
8.42,842,47030,1,0,0,0,840.60669,881.42395,1623.84033,1699.52393,-0.03467,-0.05176,0.9971,-2.485,0.438,-0.298,6606,72417,106774
8.43,843,47031,1,0,0,0,840.60669,881.42395,1624.37439,1699.44763,-0.03589,-0.05335,0.99625,-2.66,0.63,-0.35,6606,72417,106774
8.44,844,47032,1,0,0,0,840.60669,881.42395,1623.91663,1699.37134,-0.04041,-0.05579,0.99966,-2.52,0.648,-0.56,6603,72417,106768
8.45,845,47033,1,0,0,0,840.60669,881.42395,1623.84033,1699.52393,-0.04187,-0.0553,0.99869,-2.275,0.718,-0.49,6603,72417,106768
8.46,846,47034,1,0,0,0,840.60669,881.42395,1624.67957,1699.67651,-0.04614,-0.05164,0.9971,-2.205,0.84,-0.63,6601,72414,106758
8.47,847,47035,1,0,0,0,840.60669,881.50024,1623.91663,1699.67651,-0.04431,-0.04895,0.99197,-2.258,0.805,-0.753,6601,72414,106758
8.48,848,47036,1,0,0,0,840.60669,881.50024,1623.84033,1699.67651,-0.04114,-0.04505,0.99466,-2.328,0.665,-0.788,6598,72412,106752
8.49,849,47037,1,0,0,0,840.60669,881.50024,1624.06921,1699.60022,-0.03809,-0.04761,1.00015,-2.748,0.753,-0.473,6598,72412,106752
8.5,850,47038,1,0,0,0,840.60669,881.50024,1623.76404,1699.52393,-0.03589,-0.04822,1.00174,-2.8,0.7,-0.56,6595,72411,106745
8.51,851,47039,1,0,0,0,840.60669,881.50024,1623.76404,1699.75281,-0.03418,-0.04944,1.00296,-2.713,0.63,-0.648,6595,72411,106745
8.52,852,47040,1,0,0,0,840.83557,881.50024,1624.14551,1699.44763,-0.0332,-0.05115,0.99979,-2.643,0.613,-0.35,6590,72406,106737
8.53,853,47041,1,0,0,0,840.83557,881.50024,1623.61145,1699.52393,-0.0343,-0.05359,0.99771,-2.713,0.77,-0.455,6590,72406,106737
8.54,854,47042,1,0,0,0,840.83557,881.50024,1623.68774,1699.52393,-0.0376,-0.05542,0.99442,-3.045,0.77,-0.753,6588,72404,106732
8.55,855,47043,1,0,0,0,840.83557,881.50024,1624.14551,1699.52393,-0.03882,-0.05274,0.99881,-2.625,0.77,-0.665,6588,72404,106732
8.56,856,47044,1,0,0,0,840.83557,881.50024,1623.76404,1699.52393,-0.03943,-0.04981,0.99722,-2.538,0.858,-0.7,6585,72398,106719
8.57,857,47045,1,0,0,0,840.83557,881.27136,1623.91663,1699.52393,-0.04077,-0.04846,0.99918,-2.625,0.84,-0.735,6585,72398,106719
8.58,858,47046,1,0,0,0,840.83557,881.27136,1624.06921,1699.60022,-0.04114,-0.04846,0.99796,-2.835,0.823,-0.84,6585,72397,106714
8.59,859,47047,1,0,0,0,840.83557,881.27136,1623.84033,1699.60022,-0.04004,-0.0509,0.9993,-2.818,0.788,-0.858,6585,72397,106714
8.6,860,47048,1,0,0,0,840.83557,881.27136,1623.84033,1699.52393,-0.04065,-0.05213,1.00027,-2.573,0.753,-0.613,6581,72400,106708
8.61,861,47049,1,0,0,0,840.83557,881.27136,1624.75586,1699.60022,-0.04065,-0.0531,0.99808,-2.66,0.7,-0.7,6581,72400,106708
8.62,862,47050,1,0,0,0,840.4541,881.27136,1623.76404,1699.75281,-0.04187,-0.05261,0.99759,-2.538,0.7,-0.665,6577,72394,106701
8.63,863,47051,1,0,0,0,840.4541,881.27136,1623.53516,1699.52393,-0.03772,-0.05164,0.996,-2.328,0.683,-0.805,6577,72394,106701
8.64,864,47052,1,0,0,0,840.4541,881.27136,1624.14551,1699.52393,-0.0376,-0.04956,0.99637,-2.38,0.683,-0.805,6575,72393,106691
8.65,865,47053,1,0,0,0,840.4541,881.27136,1624.06921,1699.44763,-0.03797,-0.05188,1.00027,-2.765,0.805,-0.858,6575,72393,106691
8.66,866,47054,1,0,0,0,840.4541,881.27136,1624.06921,1699.52393,-0.0376,-0.05396,1.00076,-2.643,0.648,-0.753,6573,72386,106689
8.67,867,47055,1,0,0,0,840.4541,881.42395,1624.06921,1699.67651,-0.03748,-0.05445,1.00015,-2.415,0.753,-0.84,6573,72386,106689
8.68,868,47056,1,0,0,0,840.4541,881.42395,1623.91663,1699.44763,-0.03699,-0.04993,0.99881,-2.03,0.578,-0.805,6571,72387,106684
8.69,869,47057,1,0,0,0,840.4541,881.42395,1623.91663,1699.60022,-0.0376,-0.04663,0.99686,-1.943,0.665,-0.753,6571,72387,106684
8.7,870,47058,1,0,0,0,840.4541,881.42395,1624.2981,1699.52393,-0.03955,-0.04614,0.99612,-2.433,0.735,-0.788,6571,72388,106678
8.71,871,47059,1,0,0,0,840.4541,881.42395,1623.91663,1699.52393,-0.04114,-0.04883,0.99673,-2.905,0.683,-0.56,6571,72388,106678
8.72,872,47060,1,0,0,0,840.5304,881.42395,1623.76404,1699.29504,-0.03845,-0.05066,0.99661,-3.028,0.735,-0.613,6570,72385,106671
8.73,873,47061,1,0,0,0,840.5304,881.42395,1623.45886,1699.52393,-0.03894,-0.05078,0.99991,-2.993,0.718,-0.753,6570,72385,106671
8.74,874,47062,1,0,0,0,840.5304,881.42395,1623.45886,1699.60022,-0.03821,-0.05152,0.9993,-2.905,0.683,-0.7,6569,72383,106670
8.75,875,47063,1,0,0,0,840.5304,881.42395,1623.53516,1699.75281,-0.03687,-0.04883,1.00003,-2.59,0.63,-0.718,6569,72383,106670
8.76,876,47064,1,0,0,0,840.5304,881.42395,1624.06921,1699.52393,-0.03748,-0.05005,0.99832,-2.538,0.7,-0.7,6567,72379,106667
8.77,877,47065,1,0,0,0,840.5304,881.42395,1623.61145,1699.60022,-0.03711,-0.04968,0.99576,-2.695,0.665,-0.648,6567,72379,106667
8.78,878,47066,1,0,0,0,840.5304,881.42395,1623.45886,1699.75281,-0.03613,-0.04907,0.996,-2.66,0.56,-0.543,6567,72381,106666
8.79,879,47067,1,0,0,0,840.5304,881.42395,1624.2218,1699.67651,-0.03662,-0.0481,0.99759,-2.713,0.665,-0.543,6567,72381,106666
8.8,880,47068,1,0,0,0,840.5304,881.42395,1623.53516,1699.52393,-0.03919,-0.04724,1.00003,-2.783,0.683,-0.613,6570,72380,106666
8.81,881,47069,1,0,0,0,840.5304,881.42395,1623.53516,1699.60022,-0.03882,-0.04981,0.99881,-2.608,0.595,-0.28,6570,72380,106666
8.82,882,47070,1,0,0,0,840.68298,881.42395,1623.84033,1699.44763,-0.03967,-0.05042,0.99808,-2.59,0.578,-0.368,6568,72379,106664
8.83,883,47071,1,0,0,0,840.68298,881.42395,1623.38257,1699.44763,-0.03809,-0.0509,0.99722,-2.538,0.595,-0.385,6568,72379,106664
8.84,884,47072,1,0,0,0,840.68298,881.42395,1623.61145,1699.60022,-0.04041,-0.05054,0.99759,-2.555,0.735,-0.473,6565,72378,106660
8.85,885,47073,1,0,0,0,840.68298,881.42395,1624.2218,1699.44763,-0.04126,-0.05139,0.99832,-2.538,0.77,-0.438,6565,72378,106660
8.86,886,47074,1,0,0,0,840.68298,881.42395,1623.53516,1699.60022,-0.03858,-0.05188,0.99844,-2.555,0.543,-0.228,6566,72376,106663
8.87,887,47075,1,0,0,0,840.68298,881.50024,1623.53516,1699.9054,-0.03821,-0.0509,0.99808,-2.433,0.63,-0.368,6566,72376,106663
8.88,888,47076,1,0,0,0,840.68298,881.50024,1624.06921,1699.44763,-0.03723,-0.05005,0.99661,-2.468,0.63,-0.28,6567,72376,106659
8.89,889,47077,1,0,0,0,840.68298,881.50024,1623.61145,1699.52393,-0.0387,-0.04981,0.9982,-2.695,0.683,-0.14,6567,72376,106659
8.9,890,47078,1,0,0,0,840.68298,881.50024,1623.76404,1699.44763,-0.03833,-0.05225,0.99893,-2.818,0.718,-0.368,6566,72375,106663
8.91,891,47079,1,0,0,0,840.68298,881.50024,1624.37439,1699.44763,-0.03772,-0.05152,0.99796,-2.555,0.648,-0.368,6566,72375,106663
8.92,892,47080,1,0,0,0,840.5304,881.50024,1623.53516,1699.60022,-0.03821,-0.0509,0.99857,-2.45,0.648,-0.333,6567,72378,106662
8.93,893,47081,1,0,0,0,840.5304,881.50024,1623.45886,1699.37134,-0.03858,-0.05164,0.99808,-2.555,0.648,-0.35,6567,72378,106662
8.94,894,47082,1,0,0,0,840.5304,881.50024,1623.91663,1699.44763,-0.03809,-0.05042,0.99954,-2.678,0.718,-0.385,6567,72374,106661
8.95,895,47083,1,0,0,0,840.5304,881.50024,1623.68774,1699.52393,-0.03748,-0.04981,0.99881,-2.643,0.63,-0.508,6567,72374,106661
8.96,896,47084,1,0,0,0,840.5304,881.50024,1623.76404,1699.52393,-0.0387,-0.04981,0.99991,-2.765,0.683,-0.508,6569,72374,106662
8.97,897,47085,1,0,0,0,840.5304,881.42395,1623.99292,1699.52393,-0.03906,-0.05054,0.99808,-2.538,0.665,-0.455,6569,72374,106662
8.98,898,47086,1,0,0,0,840.5304,881.42395,1623.61145,1699.60022,-0.03906,-0.05005,0.9993,-2.468,0.648,-0.368,6568,72377,106660
8.99,899,47087,1,0,0,0,840.5304,881.42395,1623.61145,1699.60022,-0.0398,-0.05103,0.99759,-2.433,0.578,-0.245,6568,72377,106660
9.0,900,47088,1,0,0,0,840.5304,881.42395,1624.06921,1699.52393,-0.03955,-0.0531,0.99734,-2.485,0.613,-0.385,6568,72371,106656
9.01,901,47089,1,0,0,0,840.5304,881.42395,1623.53516,1699.52393,-0.03919,-0.05408,0.99698,-2.608,0.718,-0.56,6568,72371,106656
9.02,902,47090,1,0,0,0,840.37781,881.42395,1623.76404,1699.52393,-0.03992,-0.05347,0.99893,-2.293,0.753,-0.438,6569,72371,106656
9.03,903,47091,1,0,0,0,840.37781,881.42395,1623.99292,1699.67651,-0.03992,-0.05152,1.00015,-2.223,0.718,-0.56,6569,72371,106656
9.04,904,47092,1,0,0,0,840.37781,881.42395,1623.45886,1699.60022,-0.03821,-0.05115,0.99698,-2.188,0.718,-0.473,6571,72372,106658
9.05,905,47093,1,0,0,0,840.37781,881.42395,1623.53516,1699.67651,-0.03797,-0.04932,0.99844,-2.153,0.665,-0.403,6571,72372,106658
9.06,906,47094,1,0,0,0,840.37781,881.42395,1624.06921,1699.67651,-0.03748,-0.04859,0.99673,-2.31,0.648,-0.455,6573,72373,106659
9.07,907,47095,1,0,0,0,840.37781,881.34766,1623.76404,1699.60022,-0.03833,-0.04907,0.99881,-2.433,0.683,-0.385,6573,72373,106659
9.08,908,47096,1,0,0,0,840.37781,881.34766,1623.53516,1699.52393,-0.03784,-0.05066,1.00003,-2.31,0.63,-0.385,6572,72376,106667
9.09,909,47097,1,0,0,0,840.37781,881.34766,1624.2981,1699.60022,-0.03797,-0.05286,0.99661,-2.608,0.7,-0.648,6572,72376,106667
9.1,910,47098,1,0,0,0,840.37781,881.34766,1623.68774,1699.60022,-0.03821,-0.05249,0.99515,-2.538,0.77,-0.683,6574,72375,106671
9.11,911,47099,1,0,0,0,840.37781,881.34766,1623.76404,1699.44763,-0.03577,-0.05078,0.996,-2.398,0.595,-0.473,6574,72375,106671
9.12,912,47100,1,0,0,0,840.83557,881.34766,1624.2218,1699.60022,-0.03662,-0.04529,0.99905,-2.468,0.7,-0.315,6574,72375,106669
9.13,913,47101,1,0,0,0,840.83557,881.34766,1623.76404,1699.52393,-0.03772,-0.04785,1.00064,-3.01,0.753,-0.298,6574,72375,106669
9.14,914,47102,1,0,0,0,840.83557,881.34766,1624.2218,1699.52393,-0.0387,-0.05042,1.00125,-3.098,0.753,-0.14,6576,72376,106672
9.15,915,47103,1,0,0,0,840.83557,881.34766,1625.06104,1699.52393,-0.03894,-0.0531,1.00357,-2.853,0.63,-0.385,6576,72376,106672
9.16,916,47104,1,0,0,0,840.83557,881.34766,1623.84033,1699.52393,-0.03992,-0.05249,1.00064,-2.485,0.665,-0.35,6573,72371,106673
9.17,917,47105,1,0,0,0,840.83557,881.50024,1624.06921,1699.75281,-0.04248,-0.04981,0.99283,-2.293,0.613,-0.42,6573,72371,106673
9.18,918,47106,1,0,0,0,840.83557,881.50024,1624.2981,1699.67651,-0.0387,-0.05139,0.99222,-2.38,0.56,-0.455,6575,72370,106656
9.19,919,47107,1,0,0,0,840.83557,881.50024,1623.99292,1699.60022,-0.0387,-0.05188,0.99576,-2.608,0.595,-0.42,6575,72370,106656
9.2,920,47108,1,0,0,0,840.83557,881.50024,1624.06921,1699.60022,-0.03674,-0.05213,0.99771,-2.66,0.7,-0.42,6570,72364,106633
9.21,921,47109,1,0,0,0,840.83557,881.50024,1624.60327,1699.44763,-0.03833,-0.05347,1.00186,-2.643,0.753,-0.438,6570,72364,106633
9.22,922,47110,1,0,0,0,840.5304,881.50024,1623.61145,1699.37134,-0.03845,-0.05249,1.00418,-2.275,0.56,-0.595,6569,72358,106623
9.23,923,47111,1,0,0,0,840.5304,881.50024,1623.45886,1699.60022,-0.03858,-0.05176,1.00027,-1.855,0.42,-0.403,6569,72358,106623
9.24,924,47112,1,0,0,0,840.5304,881.50024,1623.76404,1699.52393,-0.03882,-0.05005,0.99808,-1.96,0.49,-0.403,6561,72353,106610
9.25,925,47113,1,0,0,0,840.5304,881.50024,1623.61145,1699.60022,-0.0376,-0.05078,0.99051,-2.135,0.648,-0.56,6561,72353,106610
9.26,926,47114,1,0,0,0,840.5304,881.50024,1623.91663,1699.60022,-0.03931,-0.04993,0.99295,-2.205,0.63,-0.665,6559,72350,106602
9.27,927,47115,1,0,0,0,840.5304,881.65283,1624.2981,1699.67651,-0.04089,-0.0492,0.99844,-2.555,0.735,-0.543,6559,72350,106602
9.28,928,47116,1,0,0,0,840.5304,881.65283,1623.91663,1699.52393,-0.04065,-0.05017,0.99905,-2.678,0.788,-0.945,6552,72349,106589
9.29,929,47117,1,0,0,0,840.5304,881.65283,1623.91663,1699.8291,-0.04041,-0.05103,0.99979,-2.485,0.805,-0.875,6552,72349,106589
9.3,930,47118,1,0,0,0,840.5304,881.65283,1624.37439,1699.67651,-0.03906,-0.05213,0.9993,-2.223,0.7,-0.77,6550,72348,106583
9.31,931,47119,1,0,0,0,840.5304,881.65283,1623.68774,1699.67651,-0.03833,-0.05152,0.99954,-2.188,0.735,-0.858,6550,72348,106583
9.32,932,47120,1,0,0,0,840.5304,881.65283,1623.76404,1699.9054,-0.03491,-0.04907,0.99832,-2.258,0.788,-0.735,6546,72345,106572
9.33,933,47121,1,0,0,0,840.5304,881.65283,1624.37439,1699.67651,-0.0365,-0.04761,0.99783,-2.328,0.875,-0.788,6546,72345,106572
9.34,934,47122,1,0,0,0,840.5304,881.65283,1624.2218,1699.60022,-0.03638,-0.0481,0.99759,-2.503,0.753,-0.735,6537,72343,106569
9.35,935,47123,1,0,0,0,840.5304,881.65283,1624.2218,1699.67651,-0.03589,-0.0481,0.99893,-2.52,0.735,-0.648,6537,72343,106569
9.36,936,47124,1,0,0,0,840.5304,881.65283,1625.21362,1699.60022,-0.03577,-0.04944,0.99722,-2.538,0.77,-0.77,6536,72340,106566
9.37,937,47125,1,0,0,0,840.5304,881.50024,1624.2218,1699.8291,-0.03809,-0.04968,0.99954,-2.555,0.7,-0.683,6536,72340,106566
9.38,938,47126,1,0,0,0,840.5304,881.50024,1624.06921,1699.52393,-0.03882,-0.05078,0.99734,-2.66,0.788,-0.735,6528,72336,106564
9.39,939,47127,1,0,0,0,840.5304,881.50024,1624.52698,1699.52393,-0.03858,-0.05054,0.99686,-2.573,0.753,-0.893,6528,72336,106564
9.4,940,47128,1,0,0,0,840.5304,881.50024,1624.14551,1699.52393,-0.03955,-0.05103,0.99686,-2.433,0.63,-0.805,6528,72335,106556
9.41,941,47129,1,0,0,0,840.5304,881.50024,1624.06921,1699.44763,-0.03894,-0.05017,0.99393,-2.415,0.648,-0.77,6528,72335,106556
9.42,942,47130,1,0,0,0,840.98816,881.50024,1624.2981,1699.52393,-0.03943,-0.04993,0.99673,-2.678,0.718,-0.648,6526,72334,106555
9.43,943,47131,1,0,0,0,840.98816,881.50024,1624.14551,1699.37134,-0.03723,-0.04981,0.99796,-2.52,0.7,-0.595,6526,72334,106555
9.44,944,47132,1,0,0,0,840.98816,881.50024,1624.14551,1699.52393,-0.03967,-0.04859,1.00101,-2.398,0.683,-0.735,6526,72334,106555
9.45,945,47133,1,0,0,0,840.98816,881.50024,1624.52698,1699.67651,-0.0398,-0.04688,1.00052,-2.24,0.753,-0.665,6525,72332,106546
9.46,946,47134,1,0,0,0,840.98816,881.50024,1624.14551,1699.60022,-0.04041,-0.04651,1.0015,-2.013,0.7,-0.735,6525,72332,106546
9.47,947,47135,1,0,0,0,840.98816,881.34766,1624.2218,1699.60022,-0.03638,-0.04834,0.99893,-1.873,0.578,-0.648,6524,72330,106546
9.48,948,47136,1,0,0,0,840.98816,881.34766,1624.75586,1699.67651,-0.03638,-0.04883,0.99661,-1.82,0.525,-0.683,6524,72330,106546
9.49,949,47137,1,0,0,0,840.98816,881.34766,1624.2218,1699.67651,-0.03735,-0.04932,0.99734,-2.1,0.63,-0.543,6521,72328,106545
9.5,950,47138,1,0,0,0,840.98816,881.34766,1624.06921,1699.8291,-0.03638,-0.04883,0.99808,-2.188,0.7,-0.56,6521,72328,106545
9.51,951,47139,1,0,0,0,840.98816,881.34766,1624.67957,1699.67651,-0.0387,-0.04749,1.00015,-2.275,0.683,-0.49,6522,72329,106545
9.52,952,47140,1,0,0,0,840.68298,881.34766,1624.2981,1699.8291,-0.03797,-0.0481,0.9993,-2.643,0.665,-0.543,6520,72330,106544
9.53,953,47141,1,0,0,0,840.68298,881.34766,1623.68774,1699.75281,-0.03821,-0.04834,0.99869,-2.783,0.7,-0.648,6520,72330,106544
9.54,954,47142,1,0,0,0,840.68298,881.34766,1624.37439,1699.67651,-0.03943,-0.0481,0.99588,-2.835,0.7,-0.525,6520,72330,106544
9.55,955,47143,1,0,0,0,840.68298,881.34766,1623.99292,1699.9054,-0.03931,-0.04736,0.99661,-2.8,0.718,-0.49,6520,72328,106544
9.56,956,47144,1,0,0,0,840.68298,881.34766,1623.91663,1699.75281,-0.03955,-0.04773,0.9971,-2.993,0.788,-0.508,6520,72328,106544
9.57,957,47145,1,0,0,0,840.68298,881.42395,1624.60327,1699.67651,-0.04016,-0.04749,1.00052,-2.958,0.823,-0.28,6519,72327,106540
9.58,958,47146,1,0,0,0,840.68298,881.42395,1623.76404,1699.67651,-0.03943,-0.04859,1.00076,-2.94,0.805,-0.298,6519,72327,106540
9.59,959,47147,1,0,0,0,840.68298,881.42395,1624.06921,1699.75281,-0.03784,-0.05164,1.00089,-2.713,0.543,-0.228,6519,72327,106544
9.6,960,47148,1,0,0,0,840.68298,881.42395,1624.67957,1699.52393,-0.03699,-0.05274,0.99771,-2.765,0.543,-0.228,6519,72327,106544
9.61,961,47149,1,0,0,0,840.68298,881.42395,1624.14551,1699.8291,-0.03674,-0.05164,0.99588,-2.573,0.63,-0.368,6520,72329,106543
9.62,962,47150,1,0,0,0,840.75928,881.42395,1624.14551,1699.8291,-0.03723,-0.05054,0.9949,-2.66,0.77,-0.49,6524,72329,106547
9.63,963,47151,1,0,0,0,840.75928,881.42395,1624.67957,1700.13428,-0.03943,-0.05078,0.99637,-2.73,0.788,-0.455,6524,72329,106547
9.64,964,47152,1,0,0,0,840.75928,881.42395,1623.99292,1699.67651,-0.04199,-0.05054,1.00064,-2.643,0.753,-0.385,6524,72329,106547
9.65,965,47153,1,0,0,0,840.75928,881.42395,1624.14551,1699.8291,-0.04016,-0.04932,0.99771,-2.555,0.7,-0.438,6521,72331,106549
9.66,966,47154,1,0,0,0,840.75928,881.42395,1624.83215,1699.60022,-0.0387,-0.04846,0.99783,-2.45,0.665,-0.42,6521,72331,106549
9.67,967,47155,1,0,0,0,840.75928,881.57654,1624.14551,1699.9054,-0.03797,-0.04871,0.99649,-2.608,0.788,-0.49,6520,72330,106550
9.68,968,47156,1,0,0,0,840.75928,881.57654,1623.84033,1699.67651,-0.03906,-0.05029,0.9971,-2.888,0.84,-0.368,6520,72330,106550
9.69,969,47157,1,0,0,0,840.75928,881.57654,1624.37439,1699.60022,-0.03906,-0.05054,0.99954,-2.993,0.858,-0.525,6524,72332,106554
9.7,970,47158,1,0,0,0,840.75928,881.57654,1624.06921,1699.60022,-0.03711,-0.05066,1.00015,-2.73,0.77,-0.543,6524,72332,106554
9.71,971,47159,1,0,0,0,840.75928,881.57654,1624.14551,1699.60022,-0.03638,-0.04822,0.99942,-2.608,0.788,-0.595,6523,72336,106553
9.72,972,47160,1,0,0,0,841.14075,881.57654,1624.52698,1699.60022,-0.03504,-0.04712,0.99637,-2.73,0.7,-0.525,6524,72333,106551
9.73,973,47161,1,0,0,0,841.14075,881.57654,1623.84033,1699.8291,-0.03699,-0.04627,0.99771,-2.765,0.718,-0.385,6524,72333,106551
9.74,974,47162,1,0,0,0,841.14075,881.57654,1624.14551,1699.60022,-0.03845,-0.04871,0.99979,-2.975,0.735,-0.403,6524,72333,106551
9.75,975,47163,1,0,0,0,841.14075,881.57654,1624.37439,1699.8291,-0.04004,-0.052,0.99918,-2.783,0.683,-0.368,6528,72335,106556
9.76,976,47164,1,0,0,0,841.14075,881.57654,1623.91663,1699.60022,-0.03858,-0.05115,0.99783,-2.66,0.823,-0.368,6528,72335,106556
9.77,977,47165,1,0,0,0,841.14075,881.42395,1624.14551,1699.52393,-0.03723,-0.04944,0.99612,-2.415,0.823,-0.175,6527,72335,106558
9.78,978,47166,1,0,0,0,841.14075,881.42395,1624.52698,1699.75281,-0.03931,-0.0481,0.99673,-2.38,0.805,-0.14,6527,72335,106558
9.79,979,47167,1,0,0,0,841.14075,881.42395,1623.91663,1699.67651,-0.03821,-0.04785,0.99612,-2.555,0.788,-0.315,6529,72331,106555
9.8,980,47168,1,0,0,0,841.14075,881.42395,1624.06921,1699.67651,-0.04016,-0.05164,0.99881,-3.08,0.805,-0.35,6529,72331,106555
9.81,981,47169,1,0,0,0,841.14075,881.42395,1624.75586,1699.67651,-0.03992,-0.0542,1.00125,-3.168,0.84,-0.508,6534,72331,106554
9.82,982,47170,1,0,0,0,840.68298,881.42395,1623.99292,1699.67651,-0.04016,-0.05432,1.00027,-3.08,0.858,-0.403,6534,72331,106554
9.83,983,47171,1,0,0,0,840.68298,881.42395,1623.91663,1699.60022,-0.03967,-0.05139,0.99686,-2.765,0.753,-0.56,6537,72336,106562
9.84,984,47172,1,0,0,0,840.68298,881.42395,1624.83215,1699.67651,-0.03674,-0.04688,0.99673,-2.713,0.648,-0.665,6537,72336,106562
9.85,985,47173,1,0,0,0,840.68298,881.42395,1624.06921,1699.67651,-0.03516,-0.04675,0.99698,-2.958,0.7,-0.088,6535,72337,106565
9.86,986,47174,1,0,0,0,840.68298,881.42395,1624.06921,1699.52393,-0.03601,-0.04553,0.99759,-3.133,0.613,-0.088,6535,72337,106565
9.87,987,47175,1,0,0,0,840.68298,881.65283,1624.2981,1699.67651,-0.03882,-0.04834,0.99966,-3.325,0.7,-0.298,6535,72341,106571
9.88,988,47176,1,0,0,0,840.68298,881.65283,1623.91663,1699.60022,-0.04041,-0.05225,0.99991,-3.308,0.788,-0.088,6535,72341,106571
9.89,989,47177,1,0,0,0,840.68298,881.65283,1624.14551,1699.52393,-0.04077,-0.05445,0.99954,-2.94,0.753,-0.053,6538,72335,106569
9.9,990,47178,1,0,0,0,840.68298,881.65283,1624.83215,1699.52393,-0.04224,-0.05188,0.99869,-2.468,0.543,-0.07,6538,72335,106569
9.91,991,47179,1,0,0,0,840.68298,881.65283,1623.91663,1699.44763,-0.04028,-0.05188,0.99954,-2.555,0.578,-0.14,6537,72331,106557
9.92,992,47180,1,0,0,0,840.68298,881.65283,1623.91663,1699.75281,-0.03931,-0.0553,0.99954,-2.923,0.543,-0.123,6537,72331,106557
9.93,993,47181,1,0,0,0,840.68298,881.65283,1624.67957,1699.9054,-0.03821,-0.05603,1.00003,-3.185,0.525,-0.298,6533,72328,106543
9.94,994,47182,1,0,0,0,840.68298,881.65283,1624.14551,1699.60022,-0.03662,-0.05542,0.99966,-2.748,0.56,-0.333,6533,72328,106543
9.95,995,47183,1,0,0,0,840.68298,881.65283,1624.06921,1699.52393,-0.03772,-0.0542,0.99905,-2.433,0.63,-0.333,6529,72328,106535
9.96,996,47184,1,0,0,0,840.68298,881.65283,1624.75586,1700.21057,-0.03992,-0.05029,0.99734,-2.1,0.665,-0.595,6529,72328,106535
9.97,997,47185,1,0,0,0,840.68298,881.42395,1624.2218,1699.60022,-0.04041,-0.04981,0.99649,-2.275,0.56,-0.455,6524,72326,106521
9.98,998,47186,1,0,0,0,840.68298,881.42395,1623.76404,1699.60022,-0.04065,-0.05017,0.99673,-2.345,0.63,-0.525,6524,72326,106521
9.99,999,47187,1,0,0,0,840.68298,881.42395,1624.2218,1699.8291,-0.03992,-0.05249,0.99661,-2.555,0.683,-0.56,6521,72321,106515
10.0,1000,47188,1,0,0,0,840.68298,881.42395,1623.76404,1699.67651,-0.03943,-0.05188,0.9982,-2.415,0.648,-0.648,6521,72321,106515
10.01,1001,47189,1,0,0,0,840.68298,881.42395,1623.68774,1699.60022,-0.03967,-0.05042,1.00089,-2.31,0.665,-0.403,6516,72322,106509
10.02,1002,47190,1,0,0,0,840.91187,881.42395,1624.14551,1699.52393,-0.03919,-0.05029,1.00027,-2.223,0.665,-0.56,6516,72322,106509
10.03,1003,47191,1,0,0,0,840.91187,881.42395,1623.61145,1699.67651,-0.03797,-0.04968,0.9993,-2.275,0.56,-0.753,6510,72318,106501
10.04,1004,47192,1,0,0,0,840.91187,881.42395,1623.61145,1699.8291,-0.03784,-0.05066,0.99893,-2.555,0.578,-0.665,6510,72318,106501
10.05,1005,47193,1,0,0,0,840.91187,881.42395,1623.99292,1699.9054,-0.03735,-0.052,0.9971,-2.59,0.613,-0.63,6507,72317,106496
10.06,1006,47194,1,0,0,0,840.91187,881.42395,1623.53516,1699.60022,-0.03674,-0.05042,0.99661,-2.485,0.683,-0.77,6507,72317,106496
