Time(s),SampleIndex,Seq,ValidFlag,InterpFlag,GapLen,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.0,0,19847,1,0,0,0,824.43237,881.80542,1592.86499,1700.43945,-0.0293,0.00684,0.99673,-0.14,0.263,-1.103,6517,66531,100785
0.01,1,19848,1,0,0,0,824.43237,881.80542,1592.86499,1700.43945,-0.02844,0.00989,0.99551,-0.123,0.123,-1.068,6517,66531,100785
0.02,2,19849,1,0,0,0,824.43237,881.80542,1593.24646,1700.51575,-0.02527,0.01294,0.99295,-0.035,0.193,-0.963,6518,66533,100782
0.03,3,19850,1,0,0,0,824.0509,881.80542,1593.01758,1700.74463,-0.01917,0.01672,0.99332,-0.613,0.123,-0.893,6518,66533,100777
0.04,4,19851,1,0,0,0,824.0509,881.80542,1592.48352,1700.43945,-0.02075,0.01685,0.99503,-0.91,0.193,-0.648,6518,66533,100777
0.05,5,19852,1,0,0,0,824.0509,881.80542,1592.63611,1700.59204,-0.0199,0.01477,0.99539,-1.103,0.298,-0.49,6518,66533,100777
0.06,6,19853,1,0,0,0,824.0509,881.80542,1592.25464,1700.43945,-0.02014,0.01917,0.99588,-1.138,0.298,-0.245,6519,66534,100781
0.07,7,19854,1,0,0,0,824.0509,881.80542,1592.25464,1700.51575,-0.01831,0.02185,0.99588,-1.278,0.333,0.07,6519,66534,100781
0.08,8,19855,1,0,0,0,824.0509,881.57654,1592.55981,1700.21057,-0.01721,0.02637,0.99283,-2.275,0.455,0.368,6519,66530,100779
0.09,9,19856,1,0,0,0,824.0509,881.57654,1591.94946,1700.28687,-0.01782,0.02673,0.99539,-2.765,0.543,0.613,6519,66530,100779
0.1,10,19857,1,0,0,0,824.0509,881.57654,1592.33093,1700.36316,-0.01941,0.02576,0.99661,-3.15,0.613,0.998,6521,66537,100784
0.11,11,19858,1,0,0,0,824.0509,881.57654,1593.24646,1700.43945,-0.01868,0.0221,0.9938,-3.43,0.648,1.365,6521,66537,100784
0.12,12,19859,1,0,0,0,824.0509,881.57654,1592.86499,1700.36316,-0.02222,0.02039,0.99564,-3.745,0.823,1.505,6523,66535,100790
0.13,13,19860,1,0,0,0,824.20349,881.57654,1592.94128,1700.43945,-0.02698,0.01038,0.99857,-4.2,0.718,1.733,6527,66535,100791
0.14,14,19861,1,0,0,0,824.20349,881.57654,1592.94128,1700.28687,-0.02783,0.00391,0.99796,-4.183,0.665,1.89,6527,66535,100791
0.15,15,19862,1,0,0,0,824.20349,881.57654,1593.01758,1700.36316,-0.02991,0.00012,0.99796,-4.06,0.665,1.803,6527,66535,100791
0.16,16,19863,1,0,0,0,824.20349,881.57654,1592.86499,1700.59204,-0.03015,-0.00122,0.99918,-3.518,0.613,1.663,6531,66540,100795
0.17,17,19864,1,0,0,0,824.20349,881.57654,1593.62793,1700.51575,-0.03394,-0.00049,1.00052,-3.185,0.525,1.558,6531,66540,100795
0.18,18,19865,1,0,0,0,824.20349,881.57654,1592.86499,1700.66833,-0.03394,0.00574,0.99734,-2.415,0.333,1.33,6529,66539,100799
0.19,19,19866,1,0,0,0,824.20349,881.57654,1592.63611,1700.36316,-0.03247,0.00659,0.99551,-2.118,0.403,1.348,6529,66539,100799
0.2,20,19867,1,0,0,0,824.20349,881.57654,1593.24646,1700.36316,-0.03174,0.00684,0.99588,-2.135,0.438,1.068,6534,66541,100804
0.21,21,19868,1,0,0,0,824.20349,881.57654,1592.86499,1700.28687,-0.03284,0.00598,0.99881,-2.205,0.42,0.753,6534,66541,100804
0.22,22,19869,1,0,0,0,824.20349,881.57654,1592.48352,1700.36316,-0.03235,0.00403,1.00003,-2.258,0.455,0.56,6535,66545,100805
0.23,23,19870,1,0,0,0,824.43237,881.57654,1593.17017,1700.28687,-0.0282,0.00024,1.00015,-1.943,0.42,0.403,6536,66545,100810
0.24,24,19871,1,0,0,0,824.43237,881.57654,1592.7124,1700.28687,-0.0282,0.00024,1.00015,-1.628,0.368,0.403,6536,66545,100810
0.25,25,19872,1,0,0,0,824.43237,881.57654,1592.94128,1700.28687,-0.02795,0.00061,0.99979,-0.928,0.193,0.315,6536,66545,100810
0.26,26,19873,1,0,0,0,824.43237,881.57654,1593.32275,1700.36316,-0.02759,0.00146,0.99783,-0.63,0.035,0.088,6541,66544,100811
0.27,27,19874,1,0,0,0,824.43237,881.57654,1592.86499,1700.43945,-0.02795,0.00574,0.9982,-0.35,0.035,-0.018,6541,66544,100811
0.28,28,19875,1,0,0,0,824.43237,881.57654,1592.94128,1700.21057,-0.02795,0.01001,0.996,-0.123,0.0,-0.228,6540,66546,100809
0.29,29,19876,1,0,0,0,824.43237,881.57654,1593.17017,1700.51575,-0.02734,0.01111,0.996,-0.35,0.105,-0.543,6540,66546,100809
0.3,30,19877,1,0,0,0,824.43237,881.57654,1592.7887,1700.36316,-0.02844,0.00903,0.99771,-0.543,0.245,-0.508,6543,66542,100811
0.31,31,19878,1,0,0,0,824.43237,881.57654,1592.7887,1700.43945,-0.02673,0.00977,0.99551,-0.49,0.263,-0.805,6543,66542,100811
0.32,32,19879,1,0,0,0,824.43237,881.57654,1593.93311,1700.82092,-0.02466,0.01147,0.991,-0.403,0.298,-0.893,6546,66542,100814
0.33,33,19880,1,0,0,0,824.1272,881.57654,1592.94128,1700.59204,-0.02283,0.01782,0.98086,-0.595,0.473,-0.858,6546,66542,100814
0.34,34,19881,1,0,0,0,824.1272,881.57654,1592.7887,1700.51575,-0.01843,0.01868,0.99246,-0.893,0.63,-0.963,6552,66542,100813
0.35,35,19882,1,0,0,0,824.1272,881.57654,1593.24646,1700.59204,-0.03211,0.00989,1.00333,-1.943,1.085,-1.348,6552,66542,100813
0.36,36,19883,1,0,0,0,824.1272,881.57654,1592.7887,1700.43945,-0.03406,0.0033,1.01126,-1.365,0.753,-1.295,6552,66546,100822
0.37,37,19884,1,0,0,0,824.1272,881.57654,1592.86499,1700.36316,-0.02832,0.00208,1.00394,-0.525,0.158,-1.243,6552,66546,100822
0.38,38,19885,1,0,0,0,824.1272,881.88171,1593.09387,1700.51575,-0.02551,0.00781,0.99173,-0.053,0.263,-1.208,6554,66549,100833
0.39,39,19886,1,0,0,0,824.1272,881.88171,1592.63611,1700.36316,-0.02112,0.01526,0.98831,-0.175,0.175,-1.085,6554,66549,100833
0.4,40,19887,1,0,0,0,824.1272,881.88171,1592.7887,1700.28687,-0.02503,0.01526,0.99844,-0.298,0.385,-1.155,6556,66549,100831
0.41,41,19888,1,0,0,0,824.1272,881.88171,1593.09387,1700.43945,-0.02441,0.02271,0.98941,-0.49,0.49,-0.805,6556,66549,100831
0.42,42,19889,1,0,0,0,824.1272,881.88171,1592.86499,1700.28687,-0.01648,0.03418,0.98941,-0.945,0.42,-0.893,6560,66547,100837
0.43,43,19890,1,0,0,0,824.1272,881.88171,1592.86499,1700.36316,-0.01917,0.03272,0.99246,-1.418,0.455,-1.085,6560,66547,100837
0.44,44,19891,1,0,0,0,824.1272,881.88171,1593.32275,1700.28687,-0.02185,0.02686,0.99612,-2.065,0.7,-0.735,6564,66549,100840
0.45,45,19892,1,0,0,0,824.1272,881.88171,1592.7887,1700.13428,-0.02576,0.00842,0.99893,-2.38,0.823,-0.805,6564,66549,100840
0.46,46,19893,1,0,0,0,824.1272,881.88171,1592.7887,1700.13428,-0.03027,0.00208,1.00101,-3.08,0.788,-0.315,6563,66553,100848
0.47,47,19894,1,0,0,0,824.1272,881.88171,1593.24646,1700.28687,-0.02905,0.00232,0.99844,-2.17,0.49,-0.175,6563,66553,100848
0.48,48,19895,1,0,0,0,824.1272,881.65283,1592.7124,1700.59204,-0.02783,0.0127,0.99722,-1.243,0.455,-0.053,6569,66551,100853
0.49,49,19896,1,0,0,0,824.1272,881.65283,1592.63611,1700.28687,-0.02478,0.02124,0.99356,-0.788,0.333,-0.543,6569,66551,100853
0.5,50,19897,1,0,0,0,824.1272,881.65283,1593.17017,1700.36316,-0.02734,0.02271,0.99442,-1.33,0.438,-0.56,6572,66552,100852
0.51,51,19898,1,0,0,0,824.1272,881.65283,1592.94128,1700.36316,-0.02564,0.01465,0.99759,-2.608,0.508,0.018,6572,66552,100852
0.52,52,19899,1,0,0,0,824.1272,881.65283,1592.86499,1700.36316,-0.02356,0.01331,0.99734,-2.625,0.49,-0.105,6574,66555,100855
0.53,53,19900,1,0,0,0,824.50867,881.65283,1593.09387,1700.28687,-0.02319,0.01502,0.99661,-2.275,0.63,-0.035,6574,66555,100855
0.54,54,19901,1,0,0,0,824.50867,881.65283,1592.7887,1700.36316,-0.02625,0.01611,0.99832,-2.153,0.613,0.158,6576,66555,100859
0.55,55,19902,1,0,0,0,824.50867,881.65283,1592.7124,1700.28687,-0.02783,0.01575,0.99942,-2.345,0.613,0.123,6576,66555,100859
0.56,56,19903,1,0,0,0,824.50867,881.65283,1593.93311,1700.59204,-0.02734,0.01392,0.9971,-1.873,0.525,-0.018,6578,66554,100868
0.57,57,19904,1,0,0,0,824.50867,881.65283,1592.7887,1700.43945,-0.02625,0.01379,0.99612,-1.96,0.35,0.07,6578,66554,100868
0.58,58,19905,1,0,0,0,824.50867,881.57654,1592.86499,1700.74463,-0.02344,0.01502,0.99454,-1.978,0.315,0.123,6579,66549,100854
0.59,59,19906,1,0,0,0,824.50867,881.57654,1593.17017,1700.59204,-0.02197,0.01563,0.996,-2.065,0.368,0.158,6579,66549,100854
0.6,60,19907,1,0,0,0,824.50867,881.57654,1592.7887,1700.28687,-0.021,0.01514,0.99661,-2.258,0.508,0.193,6575,66546,100829
0.61,61,19908,1,0,0,0,824.50867,881.57654,1592.7124,1700.28687,-0.02173,0.0127,0.99796,-2.59,0.613,0.21,6575,66546,100829
0.62,62,19909,1,0,0,0,824.50867,881.57654,1593.55164,1700.43945,-0.0238,0.01233,0.9982,-2.52,0.683,0.14,6569,66536,100810
0.63,63,19910,1,0,0,0,824.27979,881.57654,1593.09387,1700.51575,-0.02478,0.0116,0.99734,-2.59,0.665,0.0,6569,66536,100810
0.64,64,19911,1,0,0,0,824.27979,881.57654,1592.7124,1700.43945,-0.02893,0.0116,0.99979,-2.59,0.595,-0.28,6566,66537,100793
0.65,65,19912,1,0,0,0,824.27979,881.57654,1593.24646,1700.43945,-0.02905,0.01013,0.99857,-2.31,0.648,0.0,6566,66537,100793
0.66,66,19913,1,0,0,0,824.27979,881.57654,1592.7887,1700.43945,-0.02966,0.01099,0.99637,-1.89,0.49,-0.018,6557,66532,100785
0.67,67,19914,1,0,0,0,824.27979,881.57654,1592.94128,1700.43945,-0.03272,0.01099,0.99783,-1.75,0.543,-0.123,6557,66532,100785
0.68,68,19915,1,0,0,0,824.27979,881.88171,1593.17017,1700.43945,-0.03381,0.00964,0.99796,-1.54,0.455,-0.21,6551,66526,100776
0.69,69,19916,1,0,0,0,824.27979,881.88171,1592.25464,1700.51575,-0.03369,0.00879,0.99869,-1.4,0.473,-0.315,6551,66526,100776
0.7,70,19917,1,0,0,0,824.27979,881.88171,1592.48352,1700.36316,-0.03186,0.00867,0.99783,-1.278,0.42,-0.403,6549,66523,100765
0.71,71,19918,1,0,0,0,824.27979,881.88171,1592.7887,1700.36316,-0.02954,0.00916,0.99771,-1.26,0.298,-0.63,6549,66523,100765
0.72,72,19919,1,0,0,0,824.27979,881.88171,1593.01758,1700.51575,-0.02661,0.01245,0.99637,-0.718,0.315,-0.735,6542,66514,100753
0.73,73,19920,1,0,0,0,824.27979,881.88171,1593.09387,1700.74463,-0.02551,0.01355,0.99661,-0.718,0.158,-0.753,6542,66514,100753
0.74,74,19921,1,0,0,0,824.27979,881.88171,1593.55164,1700.59204,-0.02246,0.01379,0.99661,-0.84,0.193,-0.823,6541,66515,100745
0.75,75,19922,1,0,0,0,824.27979,881.88171,1592.94128,1700.36316,-0.02319,0.01648,0.99771,-0.788,0.315,-0.945,6541,66515,100745
0.76,76,19923,1,0,0,0,824.27979,881.88171,1593.09387,1700.36316,-0.02197,0.01978,0.99368,-0.805,0.49,-1.05,6536,66508,100732
0.77,77,19924,1,0,0,0,824.27979,881.88171,1593.39905,1700.43945,-0.0199,0.02124,0.99686,-1.225,0.49,-1.435,6536,66508,100732
0.78,78,19925,1,0,0,0,824.27979,881.57654,1593.09387,1700.43945,-0.0238,0.01782,0.99686,-1.908,0.595,-1.173,6533,66503,100729
0.79,79,19926,1,0,0,0,824.27979,881.57654,1592.7887,1700.28687,-0.02332,0.01453,0.99454,-2.363,0.735,-1.33,6533,66503,100729
0.8,80,19927,1,0,0,0,824.27979,881.57654,1593.24646,1700.28687,-0.02356,0.01282,0.99564,-2.45,0.595,-1.26,6533,66500,100724
0.81,81,19928,1,0,0,0,824.27979,881.57654,1593.01758,1700.36316,-0.02515,0.01453,0.99637,-2.1,0.63,-1.295,6533,66500,100724
0.82,82,19929,1,0,0,0,824.27979,881.57654,1593.09387,1700.43945,-0.02344,0.02149,0.99649,-1.838,0.718,-1.015,6528,66497,100725
0.83,83,19930,1,0,0,0,824.43237,881.57654,1593.24646,1700.28687,-0.02564,0.0199,0.99783,-1.943,0.683,-0.963,6528,66497,100725
0.84,84,19931,1,0,0,0,824.43237,881.57654,1592.94128,1700.36316,-0.02686,0.0199,0.9982,-1.995,0.665,-0.875,6529,66497,100726
0.85,85,19932,1,0,0,0,824.43237,881.57654,1592.94128,1700.43945,-0.02564,0.01929,0.99796,-2.065,0.56,-0.858,6529,66497,100726
0.86,86,19933,1,0,0,0,824.43237,881.57654,1593.55164,1700.43945,-0.02527,0.01624,0.99686,-2.293,0.613,-0.875,6531,66497,100727
0.87,87,19934,1,0,0,0,824.43237,881.57654,1592.48352,1700.51575,-0.02539,0.01135,0.99283,-2.38,0.7,-0.928,6531,66497,100727
0.88,88,19935,1,0,0,0,824.43237,881.57654,1592.55981,1700.28687,-0.02661,0.01465,0.99673,-2.188,0.665,-1.05,6531,66496,100728
0.89,89,19936,1,0,0,0,824.43237,881.57654,1593.17017,1700.59204,-0.02637,0.0177,0.99649,-2.345,0.893,-1.085,6531,66496,100728
0.9,90,19937,1,0,0,0,824.43237,881.57654,1593.01758,1700.28687,-0.02759,0.01843,0.99637,-2.643,0.963,-1.085,6527,66492,100722
0.91,91,19938,1,0,0,0,824.43237,881.57654,1592.94128,1700.36316,-0.02649,0.01843,0.99588,-2.8,0.788,-0.98,6527,66492,100722
0.92,92,19939,1,0,0,0,824.43237,881.57654,1593.70422,1700.43945,-0.02539,0.01685,0.99588,-2.87,0.823,-0.963,6525,66495,100726
0.93,93,19940,1,0,0,0,824.1272,881.57654,1592.94128,1700.66833,-0.02686,0.0199,0.99661,-2.993,0.945,-1.068,6525,66495,100726
0.94,94,19941,1,0,0,0,824.1272,881.57654,1592.86499,1700.43945,-0.02527,0.01892,0.99759,-3.115,0.823,-0.735,6526,66495,100724
0.95,95,19942,1,0,0,0,824.1272,881.57654,1593.24646,1700.21057,-0.02527,0.01733,1.00003,-3.115,0.788,-0.525,6526,66495,100724
0.96,96,19943,1,0,0,0,824.1272,881.57654,1593.01758,1700.28687,-0.02417,0.01636,0.9982,-3.028,0.543,-0.455,6525,66494,100726
0.97,97,19944,1,0,0,0,824.1272,881.57654,1593.01758,1700.13428,-0.02429,0.01685,0.99869,-2.678,0.525,-0.228,6525,66494,100726
0.98,98,19945,1,0,0,0,824.1272,881.80542,1593.09387,1700.43945,-0.02539,0.01807,0.99893,-2.555,0.63,0.07,6525,66493,100726
0.99,99,19946,1,0,0,0,824.1272,881.80542,1592.7887,1700.51575,-0.02441,0.01892,0.99649,-2.695,0.63,0.123,6525,66493,100726
1.0,100,19947,1,0,0,0,824.1272,881.80542,1593.01758,1700.13428,-0.02564,0.01648,0.99539,-2.87,0.578,0.018,6524,66492,100731
1.01,101,19948,1,0,0,0,824.1272,881.80542,1593.39905,1700.21057,-0.02576,0.01465,0.99527,-2.905,0.648,0.07,6524,66492,100731
1.02,102,19949,1,0,0,0,824.1272,881.80542,1593.47534,1700.28687,-0.0282,0.01404,0.9971,-3.01,0.84,-0.228,6526,66495,100735
1.03,103,19950,1,0,0,0,824.27979,881.80542,1593.17017,1700.66833,-0.02808,0.01062,0.99832,-2.783,0.665,0.053,6526,66495,100735
1.04,104,19951,1,0,0,0,824.27979,881.80542,1593.47534,1700.36316,-0.02771,0.00879,0.99661,-2.713,0.683,-0.07,6528,66494,100737
1.05,105,19952,1,0,0,0,824.27979,881.80542,1593.01758,1700.28687,-0.02844,0.00916,0.99527,-2.468,0.543,-0.193,6528,66494,100737
1.06,106,19953,1,0,0,0,824.27979,881.80542,1592.94128,1700.36316,-0.02673,0.00977,0.99478,-2.205,0.543,-0.193,6527,66495,100737
1.07,107,19954,1,0,0,0,824.27979,881.80542,1593.32275,1700.36316,-0.02832,0.0127,0.99612,-2.24,0.648,-0.333,6527,66495,100737
1.08,108,19955,1,0,0,0,824.27979,881.65283,1593.17017,1700.43945,-0.02918,0.01379,1.00052,-2.153,0.438,-0.403,6528,66497,100752
1.09,109,19956,1,0,0,0,824.27979,881.65283,1592.7124,1700.28687,-0.02588,0.01282,0.99722,-2.188,0.578,-0.56,6528,66497,100752
1.1,110,19957,1,0,0,0,824.27979,881.65283,1593.01758,1700.28687,-0.0238,0.01392,0.99466,-2.065,0.578,-0.683,6532,66497,100758
1.11,111,19958,1,0,0,0,824.27979,881.65283,1592.86499,1700.21057,-0.02271,0.01416,0.99246,-2.17,0.56,-0.683,6532,66497,100758
1.12,112,19959,1,0,0,0,824.27979,881.65283,1592.94128,1700.36316,-0.02564,0.0144,0.996,-2.223,0.718,-0.7,6534,66498,100759
1.13,113,19960,1,0,0,0,824.1272,881.65283,1592.7887,1700.28687,-0.02564,0.01428,0.99661,-2.52,0.945,-0.805,6534,66498,100759
1.14,114,19961,1,0,0,0,824.1272,881.65283,1592.25464,1700.36316,-0.026,0.01233,0.99747,-2.468,0.91,-0.823,6538,66499,100769
1.15,115,19962,1,0,0,0,824.1272,881.65283,1592.94128,1700.28687,-0.0271,0.01404,0.99796,-2.643,0.84,-0.753,6538,66499,100769
1.16,116,19963,1,0,0,0,824.1272,881.65283,1593.32275,1700.36316,-0.02686,0.01318,0.9982,-2.678,0.788,-0.805,6540,66503,100782
1.17,117,19964,1,0,0,0,824.1272,881.65283,1592.86499,1700.21057,-0.02759,0.01416,0.99966,-2.59,0.595,-0.735,6540,66503,100782
1.18,118,19965,1,0,0,0,824.1272,881.50024,1592.86499,1700.28687,-0.02503,0.01392,0.99698,-2.293,0.613,-0.403,6542,66510,100786
1.19,119,19966,1,0,0,0,824.1272,881.50024,1592.94128,1700.36316,-0.02393,0.01379,0.99661,-2.153,0.56,-0.455,6542,66510,100786
1.2,120,19967,1,0,0,0,824.1272,881.50024,1592.94128,1700.51575,-0.02527,0.01599,0.99673,-2.223,0.56,-0.35,6543,66510,100789
1.21,121,19968,1,0,0,0,824.1272,881.50024,1593.09387,1700.21057,-0.02429,0.0155,0.99637,-2.31,0.613,-0.403,6543,66510,100789
1.22,122,19969,1,0,0,0,824.1272,881.50024,1593.85681,1700.28687,-0.0238,0.01538,0.99429,-2.345,0.648,-0.228,6546,66510,100795
1.23,123,19970,1,0,0,0,824.20349,881.50024,1593.09387,1700.51575,-0.02588,0.0155,0.99551,-2.59,0.823,-0.42,6546,66510,100795
1.24,124,19971,1,0,0,0,824.20349,881.50024,1593.09387,1700.13428,-0.0271,0.01489,0.996,-2.923,0.893,-0.403,6548,66513,100804
1.25,125,19972,1,0,0,0,824.20349,881.50024,1593.17017,1700.13428,-0.02661,0.01123,0.99564,-2.975,0.7,-0.28,6548,66513,100804
1.26,126,19973,1,0,0,0,824.20349,881.50024,1593.09387,1700.13428,-0.02698,0.01111,0.99564,-2.923,0.753,-0.158,6548,66516,100810
1.27,127,19974,1,0,0,0,824.20349,881.50024,1593.09387,1700.21057,-0.02661,0.01209,0.99405,-2.94,0.735,-0.385,6548,66516,100810
1.28,128,19975,1,0,0,0,824.20349,881.72913,1593.17017,1700.21057,-0.02698,0.01221,0.99869,-2.695,0.63,-0.175,6554,66520,100819
1.29,129,19976,1,0,0,0,824.20349,881.72913,1592.7887,1700.21057,-0.02637,0.01355,0.99942,-2.66,0.595,-0.28,6554,66520,100819
1.3,130,19977,1,0,0,0,824.20349,881.72913,1593.01758,1700.13428,-0.02466,0.01294,0.99808,-2.485,0.543,-0.385,6556,66518,100824
1.31,131,19978,1,0,0,0,824.20349,881.72913,1593.39905,1700.21057,-0.02539,0.01282,0.9982,-2.38,0.578,-0.14,6556,66518,100824
1.32,132,19979,1,0,0,0,824.20349,881.72913,1592.94128,1700.21057,-0.02429,0.01282,0.99588,-2.555,0.543,0.018,6561,66524,100831
1.33,133,19980,1,0,0,0,824.27979,881.72913,1592.94128,1700.05798,-0.02832,0.01147,0.996,-2.66,0.665,-0.158,6561,66524,100831
1.34,134,19981,1,0,0,0,824.27979,881.72913,1593.32275,1700.36316,-0.02918,0.01209,0.99625,-2.66,0.63,-0.193,6560,66524,100840
1.35,135,19982,1,0,0,0,824.27979,881.72913,1592.94128,1700.28687,-0.02722,0.01074,0.99588,-2.503,0.56,-0.245,6560,66524,100840
1.36,136,19983,1,0,0,0,824.27979,881.72913,1592.94128,1700.28687,-0.02832,0.01245,0.9982,-2.45,0.578,-0.315,6567,66529,100846
1.37,137,19984,1,0,0,0,824.27979,881.72913,1593.70422,1700.36316,-0.02942,0.01062,0.99673,-2.398,0.63,-0.28,6567,66529,100846
1.38,138,19985,1,0,0,0,824.27979,881.65283,1593.09387,1700.28687,-0.0271,0.0105,0.99625,-2.153,0.578,-0.385,6570,66532,100853
1.39,139,19986,1,0,0,0,824.27979,881.65283,1592.7124,1700.21057,-0.0271,0.0105,0.99625,-2.153,0.578,-0.385,6570,66532,100853
1.4,140,19987,1,0,0,0,824.27979,881.65283,1593.24646,1700.28687,-0.02637,0.00818,0.99503,-2.31,0.683,-0.543,6573,66534,100858
1.41,141,19988,1,0,0,0,824.27979,881.65283,1592.94128,1700.28687,-0.02637,0.01123,0.99673,-2.223,0.648,-0.56,6573,66534,100858
1.42,142,19989,1,0,0,0,824.27979,881.65283,1593.01758,1700.21057,-0.02368,0.01306,0.99808,-2.17,0.455,-0.438,6576,66532,100858
1.43,143,19990,1,0,0,0,824.50867,881.65283,1593.32275,1700.36316,-0.02612,0.01538,1.00101,-2.083,0.543,-0.21,6576,66532,100858
1.44,144,19991,1,0,0,0,824.50867,881.65283,1592.86499,1700.21057,-0.02539,0.01489,1.00003,-2.153,0.595,-0.053,6578,66534,100865
1.45,145,19992,1,0,0,0,824.50867,881.65283,1592.86499,1700.28687,-0.02905,0.01099,0.99368,-2.205,0.455,-0.403,6578,66534,100865
1.46,146,19993,1,0,0,0,824.50867,881.65283,1593.39905,1700.28687,-0.02808,0.01196,0.99258,-2.118,0.543,-0.35,6581,66540,100879
1.47,147,19994,1,0,0,0,824.50867,881.65283,1592.86499,1700.28687,-0.02783,0.01086,0.99466,-2.1,0.473,-0.333,6581,66540,100879
1.48,148,19995,1,0,0,0,824.50867,881.50024,1592.7887,1700.21057,-0.03076,0.00989,0.99771,-2.17,0.578,-0.508,6584,66542,100882
1.49,149,19996,1,0,0,0,824.50867,881.50024,1593.24646,1700.21057,-0.0293,0.00855,0.99857,-2.153,0.7,-0.385,6584,66542,100882
1.5,150,19997,1,0,0,0,824.50867,881.50024,1592.86499,1699.98169,-0.02454,0.01025,0.99857,-1.733,0.403,-0.35,6583,66535,100867
1.51,151,19998,1,0,0,0,824.50867,881.50024,1592.94128,1700.13428,-0.02234,0.01099,0.99661,-1.785,0.263,-0.455,6583,66535,100867
1.52,152,19999,1,0,0,0,824.50867,881.50024,1593.62793,1700.13428,-0.02087,0.01233,0.99625,-1.785,0.333,-0.42,6579,66535,100853
1.53,153,20000,1,0,0,0,824.1272,881.50024,1592.94128,1700.36316,-0.02185,0.01367,0.99637,-1.855,0.368,-0.403,6579,66535,100853
1.54,154,20001,1,0,0,0,824.1272,881.50024,1592.86499,1700.05798,-0.0238,0.01282,0.99783,-2.1,0.385,-0.56,6574,66534,100840
1.55,155,20002,1,0,0,0,824.1272,881.50024,1593.78052,1700.28687,-0.0282,0.01343,0.99686,-2.328,0.613,-0.753,6574,66534,100840
1.56,156,20003,1,0,0,0,824.1272,881.50024,1592.94128,1700.13428,-0.02942,0.01428,0.99661,-2.135,0.665,-0.42,6569,66531,100832
1.57,157,20004,1,0,0,0,824.1272,881.50024,1592.94128,1700.21057,-0.02795,0.01392,0.99515,-2.135,0.578,-0.403,6569,66531,100832
1.58,158,20005,1,0,0,0,824.1272,881.80542,1593.17017,1700.21057,-0.02795,0.01184,0.99564,-2.153,0.7,-0.42,6566,66529,100825
1.59,159,20006,1,0,0,0,824.1272,881.80542,1592.7887,1700.28687,-0.02795,0.0094,0.99783,-2.135,0.525,-0.438,6566,66529,100825
1.6,160,20007,1,0,0,0,824.1272,881.80542,1593.01758,1700.21057,-0.02808,0.01074,0.99759,-1.908,0.543,-0.63,6557,66523,100821
1.61,161,20008,1,0,0,0,824.1272,881.80542,1593.32275,1700.28687,-0.02661,0.01282,0.99759,-1.89,0.525,-0.473,6557,66523,100821
1.62,162,20009,1,0,0,0,824.1272,881.80542,1592.94128,1700.28687,-0.02478,0.01282,0.99442,-2.03,0.56,-0.508,6556,66523,100814
1.63,163,20010,1,0,0,0,824.0509,881.80542,1593.01758,1700.28687,-0.0249,0.01367,0.99698,-2.118,0.49,-0.543,6556,66523,100814
1.64,164,20011,1,0,0,0,824.0509,881.80542,1593.17017,1700.43945,-0.02649,0.01611,0.99918,-2.258,0.543,-0.648,6551,66522,100806
1.65,165,20012,1,0,0,0,824.0509,881.80542,1592.7887,1700.21057,-0.02551,0.01465,0.99857,-2.363,0.508,-0.49,6551,66522,100806
1.66,166,20013,1,0,0,0,824.0509,881.80542,1592.86499,1700.28687,-0.02466,0.01355,0.99808,-2.153,0.595,-0.665,6549,66518,100805
1.67,167,20014,1,0,0,0,824.0509,881.80542,1593.01758,1700.21057,-0.02515,0.01318,0.99673,-2.205,0.578,-0.735,6549,66518,100805
1.68,168,20015,1,0,0,0,824.0509,881.50024,1592.94128,1700.28687,-0.02649,0.01184,0.99564,-2.223,0.63,-0.508,6546,66517,100808
1.69,169,20016,1,0,0,0,824.0509,881.50024,1592.10205,1700.51575,-0.02649,0.01367,0.99588,-2.118,0.613,-0.49,6546,66517,100808
1.7,170,20017,1,0,0,0,824.0509,881.50024,1593.32275,1700.36316,-0.02661,0.01465,0.99734,-2.17,0.613,-0.42,6540,66517,100802
1.71,171,20018,1,0,0,0,824.0509,881.50024,1592.94128,1700.59204,-0.02759,0.01282,1.00064,-2.485,0.63,-0.49,6540,66517,100802
1.72,172,20019,1,0,0,0,824.0509,881.50024,1592.94128,1700.43945,-0.0304,0.01306,1.00137,-2.625,0.63,-0.508,6542,66515,100804
1.73,173,20020,1,0,0,0,824.58496,881.50024,1593.24646,1700.28687,-0.02795,0.01184,0.99442,-2.52,0.525,-0.543,6542,66515,100804
1.74,174,20021,1,0,0,0,824.58496,881.50024,1592.94128,1700.13428,-0.02576,0.01099,0.99185,-2.52,0.595,-0.385,6541,66512,100801
1.75,175,20022,1,0,0,0,824.58496,881.50024,1593.01758,1700.13428,-0.02307,0.01013,0.99173,-2.555,0.578,-0.455,6541,66512,100801
1.76,176,20023,1,0,0,0,824.58496,881.50024,1593.47534,1700.36316,-0.02979,0.01257,0.99881,-2.328,0.735,-0.28,6541,66510,100806
1.77,177,20024,1,0,0,0,824.58496,881.50024,1593.01758,1700.28687,-0.0282,0.01538,0.99991,-2.188,0.613,-0.473,6541,66510,100806
