Time(s),Seq,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.0,36816,0,877.53296,948.18115,1697.15881,1831.05469,-0.03638,-0.10437,0.99637,-1.75,0.648,0.35,6091,54942,80428
0.01,36817,0,877.53296,948.18115,1697.15881,1831.20728,-0.03797,-0.10828,0.99808,-1.89,0.718,0.263,6086,54942,80420
0.02,36818,0,877.53296,948.18115,1697.15881,1831.20728,-0.0398,-0.11231,1.00125,-2.083,0.42,0.228,6086,54942,80420
0.03,36819,0,877.53296,948.18115,1697.61658,1830.9021,-0.03772,-0.11463,0.99759,-2.048,0.473,0.053,6082,54945,80411
0.04,36820,0,877.30408,948.18115,1697.23511,1830.97839,-0.03369,-0.11707,0.99612,-1.593,0.333,0.245,6082,54945,80411
0.05,36821,0,877.30408,948.18115,1697.08252,1830.9021,-0.03259,-0.11438,0.99246,-1.365,0.438,-0.053,6075,54943,80407
0.06,36822,0,877.30408,948.18115,1697.46399,1830.74951,-0.03125,-0.11084,0.99356,-1.085,0.49,-0.368,6075,54943,80407
0.07,36823,0,877.30408,948.18115,1697.08252,1830.9021,-0.03137,-0.10559,0.9971,-0.91,0.508,-0.438,6072,54942,80401
0.08,36824,0,877.30408,948.18115,1697.15881,1830.97839,-0.03235,-0.10242,0.99918,-0.998,0.438,-0.543,6072,54942,80401
0.09,36825,0,877.30408,948.02856,1697.76917,1830.9021,-0.02918,-0.1062,0.99844,-1.54,0.368,-0.438,6068,54942,80397
0.1,36826,0,877.30408,948.02856,1696.77734,1831.05469,-0.02857,-0.11072,1.00247,-1.68,0.403,-0.35,6068,54942,80397
0.11,36827,0,877.30408,948.02856,1697.08252,1830.97839,-0.03125,-0.11084,1.00272,-1.575,0.403,-0.49,6064,54941,80387
0.12,36828,0,877.30408,948.02856,1697.3877,1830.9021,-0.03088,-0.11097,0.99747,-1.628,0.543,-0.788,6064,54941,80387
0.13,36829,0,877.30408,948.02856,1697.00623,1831.13098,-0.0304,-0.11023,0.99576,-1.418,0.315,-0.875,6060,54942,80386
0.14,36830,0,877.38037,948.02856,1697.3114,1830.97839,-0.03186,-0.10535,0.9971,-1.12,0.525,-0.945,6060,54942,80386
0.15,36831,0,877.38037,948.02856,1697.46399,1831.05469,-0.03406,-0.10401,0.99649,-1.313,0.648,-1.12,6061,54940,80380
0.16,36832,0,877.38037,948.02856,1697.00623,1831.05469,-0.0376,-0.10303,0.99783,-1.435,0.7,-1.05,6061,54940,80380
0.17,36833,0,877.38037,948.02856,1697.08252,1831.13098,-0.03626,-0.1045,0.99612,-1.645,0.735,-0.84,6057,54941,80381
0.18,36834,0,877.38037,948.02856,1697.46399,1830.97839,-0.03687,-0.10608,0.99417,-1.61,0.578,-0.753,6057,54941,80381
0.19,36835,0,877.38037,947.95227,1697.15881,1831.05469,-0.03565,-0.1084,0.99673,-1.19,0.315,-0.665,6053,54941,80374
0.2,36836,0,877.38037,947.95227,1696.77734,1831.05469,-0.03674,-0.10486,0.99979,-0.945,0.403,-0.84,6053,54941,80374
0.21,36837,0,877.38037,947.95227,1697.23511,1831.05469,-0.03406,-0.10303,0.99893,-1.138,0.333,-0.98,6048,54940,80370
0.22,36838,0,877.38037,947.95227,1697.00623,1830.97839,-0.03113,-0.10181,0.99966,-1.365,0.298,-1.015,6048,54940,80370
0.23,36839,0,877.38037,947.95227,1697.08252,1830.9021,-0.02722,-0.10608,0.99637,-1.838,0.263,-0.788,6046,54940,80368
0.24,36840,0,877.45667,947.95227,1697.46399,1830.97839,-0.02332,-0.11377,0.99625,-1.925,0.315,-0.858,6046,54940,80368
0.25,36841,0,877.45667,947.95227,1696.92993,1830.82581,-0.02747,-0.11035,0.99893,-1.348,0.368,-1.033,6047,54941,80368
0.26,36842,0,877.45667,947.95227,1697.00623,1830.97839,-0.02905,-0.10303,0.9982,-1.015,0.473,-1.295,6047,54941,80368
0.27,36843,0,877.45667,947.95227,1697.46399,1831.13098,-0.0293,-0.09656,0.99771,-1.05,0.508,-1.26,6045,54945,80366
0.28,36844,0,877.45667,947.95227,1697.08252,1831.05469,-0.02832,-0.09644,0.99734,-1.19,0.56,-1.348,6045,54945,80366
0.29,36845,0,877.45667,948.10486,1696.92993,1831.13098,-0.03797,-0.10279,0.99759,-2.678,0.49,-1.033,6043,54945,80364
0.3,36846,0,877.45667,948.10486,1697.15881,1830.97839,-0.0376,-0.10926,0.99503,-2.783,0.49,-0.823,6043,54945,80364
