Time(s),Seq,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.95,39745,0,865.93628,952.83508,1673.81287,1837.84485,-0.04895,-0.00342,0.99734,-1.313,0.455,-0.525,6097,54672,79444
0.96,39746,0,865.93628,952.83508,1673.27881,1837.76855,-0.04736,-0.00366,0.99527,-1.225,0.455,-0.438,6097,54672,79444
0.97,39747,0,865.93628,952.83508,1673.66028,1837.84485,-0.04492,-0.00488,0.99612,-1.313,0.385,-0.368,6100,54672,79448
0.98,39748,0,865.93628,952.83508,1673.73657,1837.46338,-0.04358,-0.00171,0.99808,-1.313,0.753,-0.56,6100,54672,79448
0.99,39749,0,865.93628,952.83508,1673.58398,1837.69226,-0.047,-0.00061,1.00027,-1.26,0.945,-0.525,6102,54671,79451
1.0,39750,0,866.16516,952.83508,1673.58398,1837.61597,-0.04944,-0.00195,0.9993,-1.558,1.05,-0.438,6102,54671,79451
1.01,39751,0,866.16516,952.83508,1673.66028,1837.84485,-0.05676,-0.00293,0.99979,-1.698,1.155,-0.77,6104,54673,79457
1.02,39752,0,866.16516,952.83508,1673.66028,1837.76855,-0.05799,-0.00427,0.99734,-1.453,0.998,-0.928,6104,54673,79457
1.03,39753,0,866.16516,952.83508,1673.66028,1837.69226,-0.05908,-0.00488,0.99661,-1.26,0.805,-0.718,6106,54678,79460
1.04,39754,0,866.16516,952.83508,1673.66028,1837.76855,-0.05762,-0.00269,0.99429,-0.98,0.508,-0.788,6106,54678,79460
1.05,39755,0,866.16516,953.29285,1673.66028,1837.92114,-0.05786,-0.00293,0.996,-1.173,0.56,-0.613,6110,54679,79463
1.06,39756,0,866.16516,953.29285,1673.50769,1837.38708,-0.05896,-0.00183,0.99918,-1.278,0.438,-0.49,6110,54679,79463
1.07,39757,0,866.16516,953.29285,1673.73657,1837.61597,-0.0575,-0.00146,0.99881,-1.313,0.385,-0.63,6114,54678,79465
1.08,39758,0,866.16516,953.29285,1673.50769,1837.61597,-0.05579,-0.0022,0.99722,-1.085,0.333,-0.665,6114,54678,79465
1.09,39759,0,866.16516,953.29285,1673.58398,1837.53967,-0.05213,-0.0022,0.99734,-1.05,0.123,-0.49,6114,54676,79465
1.1,39760,0,866.16516,953.29285,1673.96545,1837.53967,-0.05139,-0.00159,0.99673,-1.033,0.228,-0.648,6114,54676,79465
1.11,39761,0,866.16516,953.29285,1673.3551,1837.76855,-0.05029,-0.00122,0.99918,-0.91,0.28,-0.875,6117,54675,79466
1.12,39762,0,866.16516,953.29285,1673.50769,1837.76855,-0.05225,-0.00061,1.00003,-0.7,0.403,-0.84,6117,54675,79466
1.13,39763,0,866.16516,953.29285,1673.50769,1837.84485,-0.05286,0.0,1.00015,-0.858,0.368,-0.7,6119,54676,79467
1.14,39764,0,866.16516,953.29285,1673.4314,1837.46338,-0.05042,-0.00061,0.99356,-0.928,0.175,-0.718,6119,54676,79467
1.15,39765,0,866.16516,952.6825,1673.58398,1837.69226,-0.05005,-0.00061,0.996,-0.963,0.088,-0.718,6125,54677,79469
1.16,39766,0,866.16516,952.6825,1673.4314,1837.76855,-0.05078,0.00012,0.99539,-1.4,0.333,-0.525,6125,54677,79469
1.17,39767,0,866.16516,952.6825,1673.50769,1837.92114,-0.05213,0.00012,0.99747,-1.47,0.49,-0.368,6126,54677,79470
1.18,39768,0,866.16516,952.6825,1673.58398,1837.61597,-0.05261,-0.00232,0.99612,-1.365,0.385,-0.735,6126,54677,79470
1.19,39769,0,866.16516,952.6825,1673.73657,1837.99744,-0.05286,0.00146,0.99698,-1.26,0.683,-0.49,6129,54679,79475
1.2,39770,0,866.08887,952.6825,1673.66028,1837.76855,-0.05164,0.00098,1.00003,-1.243,0.385,-0.56,6129,54679,79475
1.21,39771,0,866.08887,952.6825,1673.3551,1837.84485,-0.05164,0.00256,0.99954,-1.873,0.315,-0.368,6129,54678,79475
1.22,39772,0,866.08887,952.6825,1673.50769,1837.99744,-0.05054,0.00122,0.99625,-2.293,0.35,-0.21,6129,54678,79475
1.23,39773,0,866.08887,952.6825,1673.3551,1837.69226,-0.04529,0.00012,0.99405,-2.1,0.21,0.035,6134,54676,79477
1.24,39774,0,866.08887,952.6825,1673.50769,1837.76855,-0.04688,0.00415,0.99576,-1.68,0.333,0.088,6134,54676,79477
1.25,39775,0,866.08887,952.6825,1673.58398,1837.84485,-0.05554,0.00855,0.99722,-1.383,1.033,0.018,6134,54677,79478
1.26,39776,0,866.08887,952.6825,1673.27881,1837.69226,-0.05921,0.00671,0.99283,-2.083,0.998,-0.07,6134,54677,79478
1.27,39777,0,866.08887,952.6825,1673.58398,1837.61597,-0.05701,0.00098,0.99271,-2.573,0.403,-0.105,6134,54675,79478
1.28,39778,0,866.08887,952.6825,1673.73657,1837.61597,-0.0492,-0.00415,0.99442,-3.203,0.123,0.35,6134,54675,79478
1.29,39779,0,866.08887,952.6825,1673.58398,1837.61597,-0.04492,-0.01062,0.99686,-3.308,0.158,0.648,6134,54673,79471
1.3,39780,0,866.01257,952.6825,1673.4314,1837.84485,-0.04407,-0.00635,1.00369,-1.943,0.438,0.245,6134,54673,79471
1.31,39781,0,866.01257,952.6825,1673.73657,1837.69226,-0.05042,-0.0033,1.00296,-1.295,0.753,-0.018,6132,54670,79461
1.32,39782,0,866.01257,952.6825,1673.66028,1837.76855,-0.05408,0.00208,0.99991,-1.138,0.928,0.333,6132,54670,79461
1.33,39783,0,866.01257,952.6825,1673.73657,1837.99744,-0.05469,0.00391,0.99783,-1.225,0.56,0.193,6125,54673,79455
1.34,39784,0,866.01257,952.6825,1673.73657,1837.92114,-0.05249,0.00195,0.99564,-1.558,0.263,0.245,6125,54673,79455
1.35,39785,0,866.01257,952.52991,1673.73657,1837.46338,-0.05286,-0.00232,0.99625,-2.065,0.333,0.21,6123,54671,79445
1.36,39786,0,866.01257,952.52991,1673.4314,1837.53967,-0.05628,-0.00159,0.99588,-2.31,0.665,0.018,6123,54671,79445
1.37,39787,0,866.01257,952.52991,1673.73657,1837.53967,-0.05811,-0.00366,0.99759,-2.223,0.648,-0.035,6116,54663,79440
1.38,39788,0,866.01257,952.52991,1673.58398,1837.61597,-0.05786,-0.00623,0.99954,-1.855,0.35,-0.088,6116,54663,79440
1.39,39789,0,866.01257,952.52991,1673.66028,1837.38708,-0.05689,-0.00195,0.99783,-1.68,0.193,-0.035,6115,54666,79434
1.4,39790,0,866.24146,952.52991,1674.34692,1837.46338,-0.05335,-0.00317,0.99771,-1.26,-0.07,-0.193,6115,54666,79434
1.41,39791,0,866.24146,952.52991,1673.4314,1837.53967,-0.05274,-0.00269,0.99759,-1.523,-0.035,-0.035,6110,54664,79425
1.42,39792,0,866.24146,952.52991,1673.50769,1837.53967,-0.05176,-0.00415,0.99698,-1.435,-0.018,0.053,6110,54664,79425
1.43,39793,0,866.24146,952.52991,1673.50769,1837.61597,-0.0492,-0.0033,0.99722,-1.085,-0.228,0.245,6108,54662,79421
1.44,39794,0,866.24146,952.52991,1673.50769,1837.46338,-0.04627,0.00049,0.99673,-0.77,-0.193,0.315,6108,54662,79421
1.45,39795,0,866.24146,952.37732,1673.66028,1837.46338,-0.04553,0.00415,0.99454,-0.84,0.123,0.088,6106,54655,79415
1.46,39796,0,866.24146,952.37732,1673.50769,1837.31079,-0.04834,0.00293,0.99503,-1.313,0.35,-0.088,6106,54655,79415
1.47,39797,0,866.24146,952.37732,1673.4314,1837.46338,-0.04859,-0.00244,0.99612,-1.575,0.298,-0.053,6104,54660,79414
1.48,39798,0,866.24146,952.37732,1673.4314,1837.31079,-0.05078,-0.00378,0.99637,-1.785,0.368,0.123,6104,54660,79414
1.49,39799,0,866.24146,952.37732,1673.66028,1837.61597,-0.0481,-0.0022,0.9982,-1.453,0.35,0.105,6102,54657,79418
1.5,39800,0,866.01257,952.37732,1673.50769,1837.53967,-0.04834,-0.0011,0.99832,-1.47,0.508,-0.018,6102,54657,79418
1.51,39801,0,866.01257,952.37732,1673.4314,1837.53967,-0.05261,0.00012,0.99979,-1.505,0.63,0.035,6103,54658,79420
1.52,39802,0,866.01257,952.37732,1673.66028,1837.53967,-0.05347,-0.00183,0.99905,-1.47,0.578,-0.14,6103,54658,79420
1.53,39803,0,866.01257,952.37732,1673.50769,1837.46338,-0.05615,-0.00183,0.9982,-1.418,0.508,-0.42,6102,54659,79426
1.54,39804,0,866.01257,952.37732,1673.58398,1837.38708,-0.05689,-0.00085,0.99283,-1.523,0.578,-0.28,6102,54659,79426
1.55,39805,0,866.01257,952.6062,1673.73657,1837.61597,-0.05347,-0.00037,0.99564,-1.365,0.473,-0.263,6103,54658,79428
1.56,39806,0,866.01257,952.6062,1673.27881,1837.61597,-0.05274,0.00073,0.99734,-1.348,0.525,-0.35,6103,54658,79428
1.57,39807,0,866.01257,952.6062,1673.58398,1837.2345,-0.05249,0.00159,0.99954,-1.278,0.578,-0.193,6106,54659,79431
1.58,39808,0,866.01257,952.6062,1673.81287,1837.2345,-0.05042,0.00244,0.99905,-1.453,0.578,-0.193,6106,54659,79431
1.59,39809,0,866.01257,952.6062,1673.58398,1837.46338,-0.05029,0.00342,1.00015,-1.575,0.49,-0.263,6104,54661,79434
1.6,39810,0,866.16516,952.6062,1673.58398,1837.53967,-0.04883,0.00293,0.99796,-1.768,0.28,-0.193,6104,54661,79434
1.61,39811,0,866.16516,952.6062,1673.66028,1837.38708,-0.04822,0.00244,0.99649,-1.89,0.333,-0.14,6106,54665,79440
1.62,39812,0,866.16516,952.6062,1673.4314,1837.53967,-0.05066,0.00208,0.99698,-1.873,0.473,-0.245,6106,54665,79440
1.63,39813,0,866.16516,952.6062,1673.66028,1837.46338,-0.05152,-0.00037,0.99844,-1.768,0.683,-0.228,6110,54669,79450
1.64,39814,0,866.16516,952.6062,1673.4314,1837.61597,-0.05335,-0.00122,0.99661,-1.75,0.648,-0.245,6110,54669,79450
1.65,39815,0,866.16516,952.6062,1673.66028,1837.38708,-0.05347,-0.00244,0.99759,-1.54,0.175,-0.088,6109,54668,79455
1.66,39816,0,866.16516,952.6062,1673.27881,1837.46338,-0.05347,-0.00122,0.99747,-1.365,0.21,0.053,6109,54668,79455
1.67,39817,0,866.16516,952.6062,1673.66028,1837.46338,-0.05127,-0.00134,0.99637,-1.208,0.35,-0.07,6110,54670,79461
1.68,39818,0,866.16516,952.6062,1673.50769,1837.84485,-0.05103,-0.00122,0.99478,-1.313,0.368,-0.07,6110,54670,79461
1.69,39819,0,866.16516,952.6062,1673.50769,1837.76855,-0.05078,-0.00098,0.99576,-1.208,0.315,0.0,6113,54672,79470
1.7,39820,0,866.08887,952.6062,1673.81287,1837.31079,-0.05017,0.00293,0.99734,-1.4,0.525,-0.14,6113,54672,79470
1.71,39821,0,866.08887,952.6062,1673.4314,1837.69226,-0.05017,0.00293,0.99734,-1.4,0.525,-0.14,6118,54670,79474
1.72,39822,0,866.08887,952.6062,1673.50769,1837.76855,-0.04895,0.00024,0.99722,-1.82,0.473,-0.35,6118,54670,79474
1.73,39823,0,866.08887,952.6062,1673.58398,1837.61597,-0.05005,-0.00085,0.99857,-1.855,0.473,-0.105,6119,54671,79479
1.74,39824,0,866.08887,952.6062,1673.50769,1837.99744,-0.04981,-0.00269,0.99649,-1.82,0.613,-0.28,6119,54671,79479
1.75,39825,0,866.08887,952.75879,1673.66028,1837.76855,-0.05176,-0.00305,0.99759,-1.838,0.718,-0.42,6121,54676,79488
1.76,39826,0,866.08887,952.75879,1673.3551,1837.38708,-0.05017,-0.00501,0.99747,-1.575,0.613,-0.403,6121,54676,79488
1.77,39827,0,866.08887,952.75879,1673.50769,1837.84485,-0.04785,-0.00061,0.99527,-0.98,0.595,-0.35,6121,54675,79493
1.78,39828,0,866.08887,952.75879,1673.50769,1837.46338,-0.04859,0.00305,0.99698,-0.788,0.543,-0.543,6121,54675,79493
1.79,39829,0,866.08887,952.75879,1673.66028,1837.53967,-0.05029,0.00635,0.99734,-1.015,0.543,-0.473,6123,54676,79500
1.8,39830,0,866.08887,952.75879,1673.50769,1837.53967,-0.0531,0.00549,0.9971,-1.47,0.753,-0.683,6123,54676,79500
1.81,39831,0,866.08887,952.75879,1673.4314,1837.61597,-0.05322,0.00293,0.99832,-1.89,0.648,-0.77,6125,54681,79506
1.82,39832,0,866.08887,952.75879,1673.58398,1837.76855,-0.05176,-0.00208,0.99808,-2.03,0.525,-0.77,6125,54681,79506
1.83,39833,0,866.08887,952.75879,1673.58398,1837.76855,-0.05371,-0.00452,0.99881,-1.838,0.49,-0.578,6126,54681,79513
1.84,39834,0,866.08887,952.75879,1673.66028,1837.69226,-0.05371,-0.00574,0.99722,-1.558,0.508,-0.7,6126,54681,79513
1.85,39835,0,866.08887,952.6062,1673.58398,1837.38708,-0.05408,-0.00623,0.99832,-1.138,0.438,-0.56,6129,54684,79517
1.86,39836,0,866.08887,952.6062,1673.27881,1837.31079,-0.05298,-0.00696,0.99698,-0.823,0.333,-0.525,6129,54684,79517
1.87,39837,0,866.08887,952.6062,1673.73657,1837.38708,-0.05396,0.00049,0.99954,-0.193,0.385,-0.7,6131,54684,79525
1.88,39838,0,866.08887,952.6062,1673.81287,1837.31079,-0.05445,0.00391,0.99734,-0.228,0.543,-0.893,6131,54684,79525
1.89,39839,0,866.08887,952.6062,1673.66028,1837.31079,-0.05737,0.00647,0.99759,-0.403,0.525,-0.963,6132,54684,79527
1.9,39840,0,866.08887,952.6062,1673.66028,1837.38708,-0.05676,0.00586,0.99661,-0.718,0.42,-0.875,6132,54684,79527
1.91,39841,0,866.08887,952.6062,1673.66028,1837.61597,-0.05506,0.00452,0.9938,-1.05,0.21,-0.823,6136,54687,79531
1.92,39842,0,866.08887,952.6062,1673.58398,1837.53967,-0.05213,0.00427,0.99649,-1.068,0.158,-0.718,6136,54687,79531
1.93,39843,0,866.08887,952.6062,1673.66028,1837.2345,-0.04883,0.00183,0.99576,-1.033,0.21,-0.91,6138,54687,79541
1.94,39844,0,866.08887,952.6062,1673.58398,1837.38708,-0.04846,0.00134,0.99698,-1.138,0.228,-1.05,6138,54687,79541
