Time(s),Seq,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.0,34059,0,865.32593,888.13782,1672.66846,1712.72278,-0.03992,-0.06861,0.99649,-1.225,0.175,0.49,6269,54656,80198
0.01,34060,0,865.6311,888.13782,1672.74475,1712.79907,-0.03797,-0.06714,0.99637,-1.155,0.28,0.508,6268,54653,80199
0.02,34061,0,865.6311,888.13782,1672.36328,1712.64648,-0.0387,-0.06751,0.99942,-1.085,0.298,0.648,6268,54653,80199
0.03,34062,0,865.6311,888.13782,1672.59216,1712.72278,-0.04004,-0.0669,0.99979,-1.155,0.473,0.875,6268,54653,80199
0.04,34063,0,865.6311,888.13782,1672.97363,1712.72278,-0.04321,-0.06641,1.00235,-1.173,0.455,0.858,6268,54652,80198
0.05,34064,0,865.6311,888.13782,1672.51587,1712.79907,-0.0448,-0.06629,1.0004,-1.19,0.42,0.63,6268,54652,80198
0.06,34065,0,865.6311,887.98523,1672.66846,1712.57019,-0.04663,-0.06653,0.99625,-1.015,0.315,0.858,6269,54651,80199
0.07,34066,0,865.6311,887.98523,1672.74475,1712.79907,-0.04346,-0.06677,0.98965,-0.91,0.14,0.84,6269,54651,80199
0.08,34067,0,865.6311,887.98523,1672.43958,1712.79907,-0.04053,-0.06653,0.99356,-1.4,0.158,0.875,6267,54651,80201
0.09,34068,0,865.6311,887.98523,1672.36328,1712.87537,-0.0398,-0.06494,0.99783,-1.943,0.158,0.84,6267,54651,80201
0.1,34069,0,865.6311,887.98523,1672.89734,1712.95166,-0.0387,-0.0669,0.99844,-2.135,0.385,0.998,6271,54652,80201
0.11,34070,0,865.40222,887.98523,1672.66846,1712.79907,-0.03845,-0.06763,0.99869,-2.485,0.63,0.84,6271,54652,80201
0.12,34071,0,865.40222,887.98523,1672.43958,1712.79907,-0.03711,-0.06726,0.99942,-2.433,0.595,0.77,6271,54651,80201
0.13,34072,0,865.40222,887.98523,1673.04993,1712.79907,-0.03967,-0.06909,0.99979,-2.73,0.753,0.578,6271,54651,80201
0.14,34073,0,865.40222,887.98523,1672.51587,1712.87537,-0.04163,-0.07532,0.99893,-3.08,0.858,0.228,6273,54651,80206
0.15,34074,0,865.40222,887.98523,1672.36328,1712.79907,-0.04492,-0.07971,1.00247,-3.343,0.753,0.105,6273,54651,80206
0.16,34075,0,865.40222,888.13782,1672.89734,1712.72278,-0.04712,-0.08484,1.00211,-2.24,0.455,-0.368,6271,54652,80206
0.17,34076,0,865.40222,888.13782,1672.28699,1712.72278,-0.0459,-0.08045,0.99808,-1.593,0.315,-0.613,6271,54652,80206
0.18,34077,0,865.40222,888.13782,1672.51587,1712.72278,-0.04505,-0.07154,0.99551,-1.05,0.315,-0.63,6273,54654,80206
0.19,34078,0,865.40222,888.13782,1672.74475,1712.57019,-0.04395,-0.06458,0.99234,-0.805,0.438,-0.735,6273,54654,80206
0.2,34079,0,865.40222,888.13782,1672.43958,1712.64648,-0.04529,-0.05676,0.99576,-0.998,0.525,-0.578,6274,54655,80211
0.21,34080,0,865.55481,888.13782,1672.59216,1712.72278,-0.04224,-0.06006,1.00003,-2.765,0.508,-0.823,6274,54655,80211
0.22,34081,0,865.55481,888.13782,1673.04993,1712.4939,-0.03882,-0.06714,1.00015,-3.465,0.35,-0.648,6273,54653,80217
0.23,34082,0,865.55481,888.13782,1672.51587,1712.57019,-0.03723,-0.07398,1.00272,-3.815,0.28,-0.7,6273,54653,80217
0.24,34083,0,865.55481,888.13782,1672.59216,1712.26501,-0.03626,-0.07837,1.00125,-3.5,0.42,-0.84,6275,54658,80217
0.25,34084,0,865.55481,888.13782,1672.97363,1712.64648,-0.0376,-0.07874,1.00223,-3.063,0.385,-0.875,6275,54658,80217
0.26,34085,0,865.55481,887.90894,1672.43958,1712.64648,-0.03906,-0.07068,0.99905,-1.558,0.42,-0.613,6277,54657,80216
0.27,34086,0,865.55481,887.90894,1672.36328,1712.4176,-0.04089,-0.06494,0.99905,-1.313,0.525,-0.473,6277,54657,80216
0.28,34087,0,865.55481,887.90894,1672.66846,1712.57019,-0.04199,-0.05957,0.9982,-1.295,0.508,-0.508,6277,54659,80217
0.29,34088,0,865.55481,887.90894,1672.59216,1712.64648,-0.04309,-0.05884,0.99673,-1.593,0.56,-0.175,6277,54659,80217
0.3,34089,0,865.55481,887.90894,1672.66846,1712.79907,-0.04505,-0.06043,0.99442,-2.135,0.595,0.035,6279,54657,80213
0.31,34090,0,865.78369,887.90894,1672.82104,1712.95166,-0.04529,-0.06629,0.99271,-3.028,0.595,0.578,6279,54657,80213
0.32,34091,0,865.78369,887.90894,1672.59216,1712.72278,-0.04334,-0.06836,0.99612,-3.413,0.508,0.718,6280,54657,80215
0.33,34092,0,865.78369,887.90894,1672.51587,1712.64648,-0.04163,-0.07312,0.99796,-3.535,0.613,0.875,6280,54657,80215
0.34,34093,0,865.78369,887.90894,1672.97363,1713.02795,-0.04114,-0.07593,1.00015,-3.588,0.63,0.84,6281,54655,80213
0.35,34094,0,865.78369,887.90894,1672.59216,1712.79907,-0.04004,-0.07837,1.00223,-3.535,0.683,0.665,6281,54655,80213
0.36,34095,0,865.78369,887.98523,1672.59216,1712.57019,-0.03894,-0.08118,1.00259,-2.87,0.473,0.788,6282,54656,80211
0.37,34096,0,865.78369,887.98523,1672.36328,1712.87537,-0.0387,-0.08094,1.00272,-2.293,0.455,0.875,6282,54656,80211
0.38,34097,0,865.78369,887.98523,1672.43958,1712.72278,-0.03735,-0.08008,1.00076,-1.68,0.508,0.858,6285,54659,80217
0.39,34098,0,865.78369,887.98523,1672.43958,1712.64648,-0.04028,-0.07666,1.00015,-1.19,0.63,0.823,6285,54659,80217
0.4,34099,0,865.78369,887.98523,1673.04993,1712.72278,-0.04297,-0.07422,0.99857,-0.823,0.683,0.613,6286,54657,80213
0.41,34100,0,865.40222,887.98523,1672.66846,1712.87537,-0.04749,-0.07666,0.99844,-1.453,0.595,0.735,6286,54657,80213
0.42,34101,0,865.40222,887.98523,1672.36328,1712.64648,-0.05042,-0.0813,0.99966,-1.575,0.595,0.56,6288,54654,80216
0.43,34102,0,865.40222,887.98523,1672.82104,1712.87537,-0.05164,-0.08631,0.99918,-1.348,0.42,0.28,6288,54654,80216
0.44,34103,0,865.40222,887.98523,1672.43958,1712.64648,-0.05347,-0.08606,0.99954,-0.998,0.455,0.0,6288,54656,80218
0.45,34104,0,865.40222,887.98523,1672.36328,1712.72278,-0.0531,-0.08338,0.9993,-0.315,0.228,-0.14,6288,54656,80218
0.46,34105,0,865.40222,888.21411,1672.66846,1712.57019,-0.04614,-0.07703,0.99661,0.263,-0.175,-0.193,6289,54660,80217
0.47,34106,0,865.40222,888.21411,1672.28699,1712.64648,-0.04419,-0.07569,0.99747,0.228,-0.14,-0.245,6289,54660,80217
0.48,34107,0,865.40222,888.21411,1672.59216,1712.64648,-0.04309,-0.07691,1.00015,-0.14,-0.053,-0.385,6290,54660,80215
0.49,34108,0,865.40222,888.21411,1672.97363,1712.79907,-0.04358,-0.07849,1.00308,-0.368,0.0,-0.508,6290,54660,80215
0.5,34109,0,865.40222,888.21411,1672.51587,1712.64648,-0.0448,-0.08057,1.00308,-0.193,0.018,-0.525,6290,54657,80217
0.51,34110,0,865.47852,888.21411,1672.51587,1712.64648,-0.0437,-0.08069,0.99673,0.175,0.105,-0.7,6290,54657,80217
0.52,34111,0,865.47852,888.21411,1672.43958,1712.64648,-0.0437,-0.08069,0.99673,0.788,0.088,-0.7,6293,54654,80216
0.53,34112,0,865.47852,888.21411,1672.59216,1712.64648,-0.03845,-0.06714,0.99368,1.47,-0.158,-0.595,6293,54654,80216
0.54,34113,0,865.47852,888.21411,1672.51587,1712.57019,-0.0354,-0.06116,0.99539,1.033,-0.228,-0.683,6291,54659,80206
0.55,34114,0,865.47852,888.21411,1673.12622,1712.72278,-0.03113,-0.05957,0.99686,0.438,-0.123,-0.473,6291,54659,80206
0.56,34115,0,865.47852,888.06152,1672.51587,1712.95166,-0.03027,-0.05872,1.00015,-0.438,0.07,-0.665,6289,54659,80197
0.57,34116,0,865.47852,888.06152,1672.21069,1712.64648,-0.03198,-0.0603,1.00162,-0.875,0.315,-0.648,6289,54659,80197
0.58,34117,0,865.47852,888.06152,1672.66846,1712.72278,-0.03577,-0.06275,1.00064,-1.278,0.385,-0.7,6287,54652,80191
0.59,34118,0,865.47852,888.06152,1672.43958,1712.64648,-0.03552,-0.06165,0.99783,-1.208,0.333,-0.595,6287,54652,80191
