Time(s),Seq,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.0,16767,0,850.06714,937.80518,1644.97375,1810.7605,-0.05982,-0.06555,0.99661,-1.82,0.473,0.105,6632,55870,82888
0.01,16768,0,850.06714,937.80518,1645.05005,1810.7605,-0.05518,-0.0658,0.99185,-1.75,0.473,-0.228,6633,55870,82889
0.02,16769,0,850.06714,937.80518,1645.58411,1810.83679,-0.05383,-0.06153,0.99588,-1.908,0.385,-0.368,6633,55870,82889
0.03,16770,0,850.06714,937.80518,1645.12634,1810.91309,-0.05383,-0.05689,0.99966,-1.645,0.403,-0.158,6632,55875,82892
0.04,16771,0,850.06714,937.80518,1644.89746,1810.60791,-0.05139,-0.05518,0.99747,-1.47,0.403,-0.07,6632,55875,82892
0.05,16772,0,850.06714,937.80518,1645.12634,1810.60791,-0.04871,-0.05493,0.99576,-1.61,0.473,-0.018,6634,55875,82891
0.06,16773,0,850.06714,937.80518,1645.12634,1810.60791,-0.05164,-0.05933,0.99612,-2.065,0.508,-0.105,6634,55875,82891
0.07,16774,0,850.06714,937.80518,1645.12634,1810.60791,-0.05042,-0.06275,0.99515,-2.258,0.525,-0.14,6632,55880,82896
0.08,16775,0,850.06714,937.72888,1645.20264,1810.6842,-0.05152,-0.06336,0.996,-2.048,0.543,-0.14,6632,55880,82896
0.09,16776,0,850.06714,937.72888,1644.97375,1810.53162,-0.05371,-0.06275,0.99698,-2.048,0.525,-0.053,6635,55879,82895
0.1,16777,0,850.06714,937.72888,1645.05005,1810.60791,-0.05481,-0.05969,0.99515,-1.908,0.56,-0.35,6635,55879,82895
0.11,16778,0,850.06714,937.72888,1645.12634,1810.6842,-0.05298,-0.04761,0.99344,-1.54,0.543,-0.473,6635,55881,82902
0.12,16779,0,850.06714,937.72888,1645.05005,1810.6842,-0.05335,-0.04859,0.996,-2.135,0.63,-0.49,6635,55881,82902
0.13,16780,0,850.14343,937.72888,1645.12634,1810.37903,-0.05274,-0.05432,0.99246,-2.765,0.7,-0.368,6632,55879,82895
0.14,16781,0,850.14343,937.72888,1645.20264,1810.91309,-0.05274,-0.05847,0.99673,-2.993,0.63,-0.473,6632,55879,82895
0.15,16782,0,850.14343,937.72888,1645.05005,1810.60791,-0.05359,-0.06372,0.99673,-3.098,0.788,-0.683,6631,55876,82898
