Time(s),Seq,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.0,61873,0,881.72913,912.01782,1703.41492,1758.88062,-0.07056,-0.0575,0.99832,-0.368,-0.245,-0.228,6209,55734,82699
0.01,61874,0,881.72913,912.01782,1703.49121,1758.80432,-0.07056,-0.05274,0.99832,-0.438,0.07,-0.263,6209,55734,82699
0.02,61875,0,881.72913,912.17041,1703.26233,1758.95691,-0.0719,-0.05188,0.9993,-0.7,0.315,-0.21,6209,55733,82707
0.03,61876,0,881.72913,912.17041,1703.10974,1758.95691,-0.07068,-0.05298,0.99808,-0.963,0.508,-0.28,6209,55733,82707
0.04,61877,0,881.72913,912.17041,1703.49121,1758.88062,-0.07215,-0.0553,0.99698,-1.085,0.595,-0.245,6210,55733,82715
0.05,61878,0,881.72913,912.17041,1703.18604,1758.88062,-0.07398,-0.05652,0.99808,-1.295,0.613,-0.175,6210,55733,82715
0.06,61879,0,881.72913,912.17041,1703.26233,1758.57544,-0.07556,-0.05664,0.996,-1.155,0.56,-0.14,6214,55736,82716
0.07,61880,0,881.95801,912.17041,1703.72009,1758.57544,-0.07508,-0.05542,0.99734,-1.19,0.543,-0.193,6214,55736,82716
0.08,61881,0,881.95801,912.17041,1703.03345,1758.80432,-0.07263,-0.05799,0.99625,-1.225,0.193,-0.228,6213,55736,82713
0.09,61882,0,881.95801,912.17041,1703.26233,1758.72803,-0.07398,-0.05762,0.99857,-1.015,0.035,-0.018,6213,55736,82713
0.1,61883,0,881.95801,912.17041,1703.49121,1758.65173,-0.0741,-0.05737,0.99771,-1.068,0.035,0.035,6216,55734,82718
0.11,61884,0,881.95801,912.17041,1703.03345,1758.65173,-0.0752,-0.05628,0.99771,-1.085,0.14,-0.123,6216,55734,82718
0.12,61885,0,881.95801,912.09412,1703.33862,1758.65173,-0.07312,-0.05811,0.99673,-1.05,-0.21,-0.14,6217,55736,82727
0.13,61886,0,881.95801,912.09412,1703.18604,1758.57544,-0.06934,-0.05628,0.9982,-0.875,-0.21,-0.088,6217,55736,82727
0.14,61887,0,881.95801,912.09412,1703.18604,1758.65173,-0.06702,-0.05213,0.99966,-0.91,-0.088,-0.245,6220,55738,82731
0.15,61888,0,881.95801,912.09412,1703.10974,1758.57544,-0.068,-0.05213,0.99893,-1.12,0.35,-0.245,6220,55738,82731
0.16,61889,0,881.95801,912.09412,1703.72009,1758.65173,-0.07044,-0.05298,0.99637,-1.313,0.788,-0.158,6221,55744,82737
0.17,61890,0,881.65283,912.09412,1703.33862,1758.57544,-0.07813,-0.05127,0.99759,-1.698,0.77,-0.158,6221,55744,82737
0.18,61891,0,881.65283,912.09412,1703.18604,1758.72803,-0.07678,-0.05396,0.9982,-1.855,0.49,-0.035,6222,55741,82743
0.19,61892,0,881.65283,912.09412,1703.49121,1758.49915,-0.07776,-0.06043,0.996,-1.803,0.333,0.035,6222,55741,82743
0.2,61893,0,881.65283,912.09412,1703.41492,1758.65173,-0.07654,-0.06384,0.996,-1.925,-0.018,0.018,6224,55746,82746
0.21,61894,0,881.65283,912.09412,1703.33862,1758.72803,-0.07471,-0.06409,0.99698,-1.61,-0.175,0.035,6224,55746,82746
0.22,61895,0,881.65283,911.86523,1703.5675,1759.1095,-0.07019,-0.05908,0.99979,-0.42,-0.508,0.105,6224,55744,82736
0.23,61896,0,881.65283,911.86523,1703.10974,1758.95691,-0.06836,-0.05689,0.99954,-0.385,-0.315,-0.07,6224,55744,82736
0.24,61897,0,881.65283,911.86523,1703.26233,1758.88062,-0.06763,-0.05664,0.99722,-0.438,0.088,-0.123,6225,55743,82729
0.25,61898,0,881.65283,911.86523,1703.72009,1758.88062,-0.07093,-0.05591,0.99661,-0.455,0.42,-0.368,6225,55743,82729
0.26,61899,0,881.65283,911.86523,1703.41492,1758.72803,-0.073,-0.05591,0.99612,-0.42,0.595,-0.455,6221,55742,82721
0.27,61900,0,881.80542,911.86523,1703.49121,1758.88062,-0.07324,-0.05506,0.99918,-0.315,0.438,-0.263,6221,55742,82721
0.28,61901,0,881.80542,911.86523,1703.6438,1758.65173,-0.07263,-0.05383,0.99783,-0.35,0.403,-0.35,6216,55741,82715
0.29,61902,0,881.80542,911.86523,1703.33862,1758.88062,-0.07239,-0.05652,0.99588,-0.525,0.455,-0.42,6216,55741,82715
0.3,61903,0,881.80542,911.86523,1703.41492,1758.80432,-0.07373,-0.05689,0.9971,-0.368,0.438,-0.333,6210,55739,82712
0.31,61904,0,881.80542,911.86523,1704.02527,1758.88062,-0.07312,-0.05896,0.99832,-0.35,0.438,-0.473,6210,55739,82712
0.32,61905,0,881.80542,912.09412,1703.49121,1758.72803,-0.07288,-0.05615,0.99673,-0.14,0.455,-0.718,6204,55739,82710
0.33,61906,0,881.80542,912.09412,1703.03345,1759.1095,-0.07447,-0.05457,0.99698,0.263,0.368,-0.56,6204,55739,82710
0.34,61907,0,881.80542,912.09412,1703.6438,1758.88062,-0.07471,-0.05396,0.9971,0.105,0.245,-0.613,6203,55740,82703
0.35,61908,0,881.80542,912.09412,1703.33862,1759.0332,-0.07569,-0.0509,0.99844,0.053,0.105,-0.385,6203,55740,82703
0.36,61909,0,881.80542,912.09412,1703.41492,1759.1095,-0.07361,-0.05054,0.99796,-0.158,-0.053,-0.228,6199,55735,82705
0.37,61910,0,882.18689,912.09412,1704.25415,1758.80432,-0.07105,-0.05176,0.99576,-0.385,-0.053,-0.315,6199,55735,82705
0.38,61911,0,882.18689,912.09412,1703.26233,1759.0332,-0.06946,-0.052,0.99625,-0.49,-0.123,-0.368,6199,55738,82704
0.39,61912,0,882.18689,912.09412,1703.33862,1759.0332,-0.07068,-0.05127,0.9971,-0.683,-0.018,-0.263,6199,55738,82704
0.4,61913,0,882.18689,912.09412,1703.72009,1758.88062,-0.07044,-0.05152,0.99942,-0.805,0.21,-0.193,6192,55736,82700
0.41,61914,0,882.18689,912.09412,1703.26233,1758.95691,-0.07044,-0.05164,0.99905,-0.928,0.368,-0.28,6192,55736,82700
0.42,61915,0,882.18689,912.17041,1703.49121,1758.88062,-0.07093,-0.0553,0.99393,-1.103,0.438,-0.333,6188,55733,82693
0.43,61916,0,882.18689,912.17041,1703.33862,1758.88062,-0.06983,-0.05445,0.99686,-1.12,0.385,-0.49,6188,55733,82693
0.44,61917,0,882.18689,912.17041,1703.26233,1758.88062,-0.07056,-0.05176,0.99869,-0.998,0.543,-0.49,6184,55732,82690
0.45,61918,0,882.18689,912.17041,1703.33862,1758.95691,-0.07068,-0.04944,0.99771,-1.085,0.543,-0.368,6184,55732,82690
0.46,61919,0,882.18689,912.17041,1703.72009,1758.80432,-0.07263,-0.04736,0.99881,-1.4,0.683,-0.228,6181,55729,82694
0.47,61920,0,881.80542,912.17041,1703.33862,1759.0332,-0.07215,-0.05139,0.99612,-2.048,0.63,-0.438,6181,55729,82694
0.48,61921,0,881.80542,912.17041,1703.33862,1758.65173,-0.07251,-0.05127,0.99734,-2.24,0.77,-0.263,6182,55730,82690
0.49,61922,0,881.80542,912.17041,1703.94897,1758.57544,-0.073,-0.05213,0.99759,-2.38,0.805,-0.053,6182,55730,82690
0.5,61923,0,881.80542,912.17041,1703.49121,1758.80432,-0.07324,-0.05286,0.99808,-2.45,0.91,-0.123,6177,55729,82687
0.51,61924,0,881.80542,912.17041,1703.49121,1758.65173,-0.07385,-0.05445,0.99857,-2.485,0.77,-0.193,6177,55729,82687
0.52,61925,0,881.80542,912.09412,1703.49121,1759.0332,-0.07202,-0.05481,0.99698,-2.363,0.595,-0.298,6178,55728,82684
0.53,61926,0,881.80542,912.09412,1703.26233,1758.95691,-0.07166,-0.05603,0.99734,-2.31,0.613,-0.175,6178,55728,82684
0.54,61927,0,881.80542,912.09412,1703.49121,1759.26208,-0.07251,-0.05518,0.99808,-2.31,0.77,-0.14,6176,55724,82680
0.55,61928,0,881.80542,912.09412,1703.87268,1758.88062,-0.073,-0.05457,0.99771,-2.31,0.7,-0.228,6176,55724,82680
0.56,61929,0,881.80542,912.09412,1703.5675,1759.0332,-0.07398,-0.0542,0.99832,-2.31,0.665,-0.42,6173,55725,82675
0.57,61930,0,881.88171,912.09412,1703.5675,1758.88062,-0.07166,-0.05591,0.99734,-2.153,0.788,-0.158,6173,55725,82675
0.58,61931,0,881.88171,912.09412,1703.6438,1758.88062,-0.07166,-0.05591,0.99734,-2.223,0.84,-0.158,6174,55725,82667
0.59,61932,0,881.88171,912.09412,1703.26233,1758.95691,-0.07373,-0.05664,0.99722,-2.188,0.788,-0.21,6174,55725,82667
