Time(s),Seq,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.0,43320,0,869.52209,942.91687,1680.9082,1819.22913,-0.05786,0.01428,0.99637,-1.523,0.49,-0.858,6339,58822,85457
0.01,43321,0,869.52209,942.91687,1680.75562,1819.15283,-0.05872,0.01733,0.99857,-1.208,0.438,-0.875,6339,58822,85457
0.02,43322,0,869.52209,942.91687,1680.83191,1819.22913,-0.05725,0.01929,0.99832,-1.225,0.28,-0.665,6340,58820,85463
0.03,43323,0,869.52209,942.91687,1680.9082,1819.07654,-0.0531,0.01746,0.99442,-1.19,0.385,-0.805,6340,58820,85463
0.04,43324,0,869.52209,942.91687,1681.28967,1818.92395,-0.05261,0.01843,0.99686,-1.225,0.315,-0.788,6337,58821,85460
0.05,43325,0,869.52209,942.91687,1680.9082,1818.92395,-0.05432,0.02051,0.99783,-1.383,0.595,-0.805,6337,58821,85460
0.06,43326,0,869.52209,942.91687,1680.60303,1819.15283,-0.05274,0.02161,0.996,-1.453,0.683,-0.753,6335,58819,85461
0.07,43327,0,869.52209,942.91687,1680.9082,1819.07654,-0.05383,0.02258,0.99698,-1.61,0.823,-0.858,6335,58819,85461
0.08,43328,0,869.52209,942.91687,1680.75562,1819.00024,-0.05237,0.02344,0.99588,-1.873,0.805,-0.805,6336,58821,85460
0.09,43329,0,869.52209,942.91687,1680.67932,1819.22913,-0.05554,0.03174,0.97964,-2.433,0.963,-0.613,6336,58821,85460
0.1,43330,0,869.29321,942.91687,1680.83191,1819.00024,-0.05933,-0.01685,1.00613,-10.57,0.945,-0.21,6335,58816,85445
0.11,43331,0,869.29321,942.91687,1680.29785,1819.00024,-0.04297,-0.01892,1.0087,-7.333,0.315,0.07,6335,58816,85445
