Time(s),Seq,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.0,12917,0,867.69104,944.82422,1679.84009,1826.01929,-0.05335,-0.15699,0.98843,0.175,0.158,-0.21,6052,54491,79535
0.01,12918,0,867.69104,944.82422,1679.91638,1826.09558,-0.0531,-0.15711,0.98807,0.0,0.158,-0.42,6052,54491,79535
0.02,12919,0,867.69104,944.82422,1680.06897,1826.09558,-0.05518,-0.1576,0.99112,-0.438,0.35,-0.63,6048,54488,79530
0.03,12920,0,867.61475,944.82422,1680.22156,1825.94299,-0.05335,-0.16016,0.98831,-0.508,0.228,-0.735,6048,54488,79530
0.04,12921,0,867.61475,944.82422,1679.84009,1826.01929,-0.05152,-0.15943,0.98978,-0.56,0.193,-0.7,6049,54490,79529
0.05,12922,0,867.61475,944.82422,1679.91638,1825.94299,-0.04981,-0.16126,0.99197,-0.245,-0.035,-0.77,6049,54490,79529
0.06,12923,0,867.61475,944.82422,1679.84009,1826.01929,-0.04907,-0.16041,0.99283,-0.035,-0.035,-0.823,6046,54486,79525
0.07,12924,0,867.61475,944.82422,1679.91638,1825.94299,-0.04602,-0.15723,0.99136,0.228,-0.018,-0.858,6046,54486,79525
0.08,12925,0,867.61475,944.67163,1679.91638,1826.01929,-0.04212,-0.15735,0.98917,0.35,-0.035,-0.788,6044,54488,79522
0.09,12926,0,867.61475,944.67163,1679.6875,1825.94299,-0.04431,-0.15369,0.98843,0.018,0.193,-0.77,6044,54488,79522
0.1,12927,0,867.61475,944.67163,1679.91638,1825.79041,-0.04602,-0.15601,0.98868,0.018,0.175,-0.788,6044,54483,79514
0.11,12928,0,867.61475,944.67163,1679.99268,1825.8667,-0.04785,-0.1532,0.98807,-0.35,0.228,-0.718,6044,54483,79514
0.12,12929,0,867.61475,944.67163,1679.99268,1825.79041,-0.04712,-0.15223,0.98978,-0.035,0.21,-0.42,6044,54483,79514
0.13,12930,0,867.61475,944.67163,1679.76379,1826.09558,-0.04773,-0.15015,0.99063,-0.298,0.368,-0.158,6039,54481,79513
