Time(s),Seq,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.0,11890,0,829.31519,938.87329,1603.69873,1811.90491,-0.08081,-0.05945,0.99857,-0.543,0.018,0.683,5773,53844,77126
0.01,11891,0,829.31519,938.87329,1603.39355,1811.9812,-0.07984,-0.05945,0.99588,-0.035,-0.193,0.648,5773,53844,77126
0.02,11892,0,829.31519,938.87329,1603.62244,1811.90491,-0.07764,-0.05615,0.99319,0.158,-0.49,0.63,5775,53842,77134
0.03,11893,0,829.31519,938.87329,1603.85132,1811.90491,-0.07617,-0.05335,0.9877,0.0,-0.263,0.665,5775,53842,77134
0.04,11894,0,829.31519,938.87329,1603.69873,1811.90491,-0.07752,-0.05103,0.98733,-0.473,-0.105,0.823,5779,53846,77136
0.05,11895,0,829.31519,938.7207,1603.69873,1811.90491,-0.07813,-0.0509,0.99063,-1.663,-0.018,0.91,5779,53846,77136
0.06,11896,0,829.31519,938.7207,1603.69873,1811.90491,-0.07727,-0.05274,0.99173,-2.205,0.193,0.963,5780,53847,77138
0.07,11897,0,829.31519,938.7207,1603.69873,1811.90491,-0.07569,-0.05628,0.99429,-2.538,0.298,1.05,5780,53847,77138
0.08,11898,0,829.31519,938.7207,1603.62244,1811.90491,-0.0741,-0.06201,0.99283,-2.765,0.42,0.963,5785,53848,77145
0.09,11899,0,829.31519,938.7207,1603.77502,1811.90491,-0.0741,-0.06568,0.99673,-2.958,0.245,0.823,5785,53848,77145
0.1,11900,0,829.39148,938.7207,1603.85132,1811.75232,-0.07666,-0.07044,0.99759,-2.433,0.368,1.155,5786,53848,77148
0.11,11901,0,829.39148,938.7207,1603.31726,1811.90491,-0.08094,-0.06861,0.99759,-1.978,0.455,1.155,5786,53848,77148
0.12,11902,0,829.39148,938.7207,1603.54614,1811.82861,-0.07862,-0.06507,0.99197,-0.823,0.14,1.138,5790,53854,77158
0.13,11903,0,829.39148,938.7207,1603.62244,1811.82861,-0.07544,-0.05603,0.9888,-0.14,-0.14,0.945,5790,53854,77158
0.14,11904,0,829.39148,938.7207,1603.46985,1811.90491,-0.07093,-0.04846,0.98624,-0.21,-0.158,0.49,5792,53851,77160
0.15,11905,0,829.39148,938.64441,1603.77502,1811.82861,-0.06897,-0.04871,0.98929,-2.52,0.473,0.945,5792,53851,77160
0.16,11906,0,829.39148,938.64441,1603.46985,1811.90491,-0.07459,-0.05676,0.9938,-3.868,0.84,0.823,5795,53852,77166
0.17,11907,0,829.39148,938.64441,1603.54614,1811.82861,-0.07788,-0.06555,0.99295,-4.655,1.015,0.753,5795,53852,77166
0.18,11908,0,829.39148,938.64441,1603.77502,1811.82861,-0.07849,-0.07288,0.99283,-4.638,1.155,0.543,5798,53857,77171
0.19,11909,0,829.39148,938.64441,1603.62244,1811.9812,-0.08155,-0.07398,0.99759,-4.06,1.085,0.298,5798,53857,77171
0.2,11910,0,829.31519,938.64441,1603.62244,1811.82861,-0.08289,-0.068,1.00565,-2.59,0.595,0.123,5798,53860,77174
0.21,11911,0,829.31519,938.64441,1603.62244,1812.0575,-0.08338,-0.06604,1.00333,-2.503,0.455,0.0,5798,53860,77174
0.22,11912,0,829.31519,938.64441,1603.69873,1811.82861,-0.08216,-0.06555,0.99661,-2.328,0.368,-0.105,5804,53860,77177
0.23,11913,0,829.31519,938.64441,1603.69873,1811.75232,-0.08289,-0.06604,0.98929,-2.048,0.28,-0.21,5804,53860,77177
0.24,11914,0,829.31519,938.64441,1604.00391,1811.75232,-0.08203,-0.06885,0.98868,-1.663,0.175,-0.018,5802,53855,77179
0.25,11915,0,829.31519,938.797,1603.69873,1811.90491,-0.08826,-0.07752,0.9888,-1.908,0.385,-0.228,5802,53855,77179
0.26,11916,0,829.31519,938.797,1603.54614,1812.13379,-0.09351,-0.08057,0.99686,-1.383,0.42,0.053,5807,53859,77177
0.27,11917,0,829.31519,938.797,1603.69873,1811.75232,-0.09192,-0.08155,0.99246,-0.228,0.263,0.035,5807,53859,77177
0.28,11918,0,829.31519,938.797,1603.77502,1811.75232,-0.08618,-0.07129,0.99503,1.208,-0.053,-0.053,5808,53861,77173
0.29,11919,0,829.31519,938.797,1603.77502,1811.67603,-0.07862,-0.05762,0.99503,2.345,-0.665,-0.14,5808,53861,77173
0.3,11920,0,829.39148,938.797,1603.77502,1811.75232,-0.06372,-0.05408,0.99686,2.783,-1.033,0.07,5806,53852,77156
0.31,11921,0,829.39148,938.797,1603.31726,1811.67603,-0.06153,-0.04895,0.99637,1.645,-0.438,0.368,5806,53852,77156
0.32,11922,0,829.39148,938.797,1603.77502,1811.90491,-0.06604,-0.04541,1.0004,0.823,-0.21,0.42,5804,53846,77141
0.33,11923,0,829.39148,938.797,1603.92761,1811.82861,-0.06983,-0.04907,0.99588,0.49,0.07,0.613,5804,53846,77141
0.34,11924,0,829.39148,938.797,1603.85132,1812.0575,-0.06934,-0.05017,0.98978,0.07,0.07,0.665,5798,53840,77131
0.35,11925,0,829.39148,938.7207,1603.77502,1811.52344,-0.06323,-0.04407,0.98856,0.088,-0.088,-0.298,5798,53840,77131
0.36,11926,0,829.39148,938.7207,1603.85132,1811.9812,-0.06983,-0.04944,0.99722,-0.998,0.263,-0.735,5793,53838,77121
0.37,11927,0,829.39148,938.7207,1603.77502,1811.9812,-0.07947,-0.0575,0.99527,-2.975,1.068,-0.455,5793,53838,77121
0.38,11928,0,829.39148,938.7207,1603.69873,1811.9812,-0.08972,-0.07361,0.9949,-3.92,1.435,-0.018,5792,53837,77123
0.39,11929,0,829.39148,938.7207,1603.92761,1811.82861,-0.08936,-0.08289,0.99966,-3.535,0.823,-0.175,5792,53837,77123
0.4,11930,0,829.31519,938.7207,1603.85132,1811.82861,-0.08118,-0.07276,0.99759,0.123,-0.123,0.473,5791,53839,77126
0.41,11931,0,829.31519,938.7207,1603.39355,1812.13379,-0.07801,-0.05969,0.99783,1.68,-0.315,0.315,5791,53839,77126
0.42,11932,0,829.31519,938.7207,1603.85132,1812.0575,-0.07788,-0.04614,0.99625,2.013,-0.158,-0.053,5785,53836,77116
0.43,11933,0,829.31519,938.7207,1603.69873,1811.9812,-0.07752,-0.03931,0.99026,1.418,-0.018,0.088,5785,53836,77116
0.44,11934,0,829.31519,938.7207,1603.69873,1812.0575,-0.07569,-0.04053,0.98465,0.123,-0.07,0.35,5784,53833,77111
0.45,11935,0,829.31519,938.797,1603.77502,1811.90491,-0.06922,-0.04859,0.99112,-2.625,0.228,0.403,5784,53833,77111
0.46,11936,0,829.31519,938.797,1603.62244,1811.90491,-0.06995,-0.05664,0.99515,-2.625,0.228,0.525,5785,53832,77104
0.47,11937,0,829.31519,938.797,1603.77502,1811.90491,-0.07239,-0.06226,0.99637,-3.045,0.858,0.42,5785,53832,77104
0.48,11938,0,829.31519,938.797,1603.77502,1811.90491,-0.07508,-0.06262,0.99637,-2.625,0.858,0.473,5783,53830,77104
0.49,11939,0,829.31519,938.797,1603.77502,1811.90491,-0.07532,-0.06043,0.99869,-2.38,0.613,0.438,5783,53830,77104
0.5,11940,0,829.39148,938.797,1603.77502,1812.13379,-0.07581,-0.05884,0.99637,-2.205,0.385,0.455,5782,53829,77102
0.51,11941,0,829.39148,938.797,1603.77502,1811.82861,-0.07239,-0.05786,0.99466,-2.45,0.315,0.298,5782,53829,77102
0.52,11942,0,829.39148,938.797,1603.85132,1811.75232,-0.07239,-0.05847,0.991,-2.818,0.543,0.525,5784,53827,77102
0.53,11943,0,829.39148,938.797,1603.85132,1811.90491,-0.07422,-0.05567,0.99283,-2.958,0.613,0.543,5784,53827,77102
0.54,11944,0,829.39148,938.797,1604.15649,1811.67603,-0.07471,-0.05603,0.99051,-2.975,0.665,0.175,5784,53831,77105
0.55,11945,0,829.39148,938.87329,1603.85132,1811.9812,-0.07642,-0.05969,0.99002,-3.43,0.928,0.21,5784,53831,77105
0.56,11946,0,829.39148,938.87329,1603.69873,1812.43896,-0.0835,-0.06201,0.99759,-3.99,1.068,-0.053,5784,53829,77111
0.57,11947,0,829.39148,938.87329,1604.0802,1811.75232,-0.08826,-0.07825,0.99844,-4.515,1.033,-0.49,5784,53829,77111
0.58,11948,0,829.39148,938.87329,1603.92761,1811.82861,-0.08716,-0.08155,0.99686,-4.025,0.823,-0.665,5786,53830,77114
0.59,11949,0,829.39148,938.87329,1604.00391,1811.82861,-0.08679,-0.08374,0.99722,-3.028,0.63,-0.508,5786,53830,77114
0.6,11950,0,829.54407,938.87329,1604.00391,1811.82861,-0.08533,-0.08252,0.99673,-1.855,0.28,-0.56,5787,53831,77114
0.61,11951,0,829.54407,938.87329,1603.69873,1811.82861,-0.08167,-0.07691,0.99747,-0.648,0.158,-0.84,5787,53831,77114
0.62,11952,0,829.54407,938.87329,1603.85132,1811.82861,-0.08057,-0.06397,0.99893,0.858,0.053,-0.998,5787,53825,77108
0.63,11953,0,829.54407,938.87329,1604.53796,1811.75232,-0.08155,-0.05933,0.99991,1.015,-0.158,-1.103,5787,53825,77108
0.64,11954,0,829.54407,938.87329,1603.85132,1812.21008,-0.08094,-0.06079,0.99808,0.718,-0.263,-0.98,5788,53824,77104
0.65,11955,0,829.54407,938.64441,1604.00391,1811.67603,-0.08155,-0.06275,0.99454,0.28,-0.228,-0.823,5788,53824,77104
0.66,11956,0,829.54407,938.64441,1603.69873,1811.75232,-0.08216,-0.06299,0.99393,0.368,-0.193,-0.963,5788,53826,77100
0.67,11957,0,829.54407,938.64441,1603.62244,1811.90491,-0.07642,-0.05774,0.99026,0.928,-0.368,-0.805,5788,53826,77100
0.68,11958,0,829.54407,938.64441,1603.77502,1811.67603,-0.07373,-0.0542,0.99161,1.05,-0.42,-0.788,5789,53820,77104
0.69,11959,0,829.54407,938.64441,1603.92761,1811.75232,-0.07276,-0.05237,0.99332,0.928,-0.245,-0.805,5789,53820,77104
0.7,11960,0,829.39148,938.64441,1604.0802,1811.67603,-0.07215,-0.05261,0.99332,0.56,-0.14,-0.735,5790,53819,77108
0.71,11961,0,829.39148,938.64441,1603.54614,1811.82861,-0.0697,-0.05213,0.99246,-0.053,0.0,-0.595,5790,53819,77108
0.72,11962,0,829.39148,938.64441,1603.92761,1811.75232,-0.06861,-0.05383,0.99026,-0.368,0.018,-0.613,5792,53822,77111
0.73,11963,0,829.39148,938.64441,1603.62244,1811.59973,-0.06861,-0.05506,0.99319,-1.488,0.403,-0.403,5792,53822,77111
0.74,11964,0,829.39148,938.64441,1603.85132,1811.90491,-0.06946,-0.05701,0.99161,-1.89,0.455,-0.21,5794,53825,77123
0.75,11965,0,829.39148,938.7207,1603.92761,1811.75232,-0.06922,-0.05713,0.99185,-1.908,0.543,-0.105,5794,53825,77123
0.76,11966,0,829.39148,938.7207,1603.69873,1811.75232,-0.07044,-0.05554,0.99246,-1.768,0.543,0.0,5796,53824,77123
0.77,11967,0,829.39148,938.7207,1603.85132,1811.75232,-0.07044,-0.05396,0.99222,-1.768,0.735,-0.158,5796,53824,77123
0.78,11968,0,829.39148,938.7207,1603.85132,1811.75232,-0.07691,-0.05432,0.99808,-2.45,1.033,-0.035,5797,53822,77125
0.79,11969,0,829.39148,938.7207,1603.85132,1811.75232,-0.08167,-0.05567,1.00003,-2.555,0.998,0.14,5797,53822,77125
0.8,11970,0,829.46777,938.7207,1603.85132,1811.82861,-0.08155,-0.06165,0.99857,-2.958,0.753,0.193,5799,53828,77135
0.81,11971,0,829.46777,938.7207,1603.92761,1812.0575,-0.08118,-0.06714,0.99771,-3.308,0.665,0.228,5799,53828,77135
0.82,11972,0,829.46777,938.7207,1603.85132,1811.75232,-0.08069,-0.06861,0.99832,-3.01,0.595,0.315,5804,53833,77144
0.83,11973,0,829.46777,938.7207,1603.92761,1811.75232,-0.08094,-0.06909,0.99332,-1.61,0.21,0.35,5804,53833,77144
0.84,11974,0,829.46777,938.7207,1603.92761,1811.75232,-0.07947,-0.06726,0.99283,-0.928,0.245,0.298,5807,53834,77145
0.85,11975,0,829.46777,938.7207,1604.0802,1811.67603,-0.08325,-0.06275,0.99429,-0.543,0.298,-0.018,5807,53834,77145
0.86,11976,0,829.46777,938.7207,1603.69873,1811.67603,-0.0824,-0.06201,0.99466,-0.613,0.245,-0.28,5805,53835,77148
0.87,11977,0,829.46777,938.7207,1603.92761,1811.75232,-0.0813,-0.06336,0.99503,-0.683,0.368,-0.018,5805,53835,77148
